,t-5,t-4,t-3,t-2,t-1,target
114,31.69,29.2,31.69,34.18,32.93,42.25
115,29.2,31.69,34.18,32.93,42.25,31.69
116,31.69,34.18,32.93,42.25,31.69,31.69
117,34.18,32.93,42.25,31.69,31.69,34.18
118,32.93,42.25,31.69,31.69,34.18,32.93
119,42.25,31.69,31.69,34.18,32.93,36.04
120,31.69,31.69,34.18,32.93,36.04,31.07
121,31.69,34.18,32.93,36.04,31.07,32.93
122,34.18,32.93,36.04,31.07,32.93,34.18
123,32.93,36.04,31.07,32.93,34.18,31.07
124,36.04,31.07,32.93,34.18,31.07,31.69
125,31.07,32.93,34.18,31.07,31.69,31.69
126,32.93,34.18,31.07,31.69,31.69,31.69
127,34.18,31.07,31.69,31.69,31.69,31.69
128,31.07,31.69,31.69,31.69,31.69,34.18
129,31.69,31.69,31.69,31.69,34.18,32.93
130,31.69,31.69,31.69,34.18,32.93,31.69
131,31.69,31.69,34.18,32.93,31.69,29.83
132,31.69,34.18,32.93,31.69,29.83,34.8
133,34.18,32.93,31.69,29.83,34.8,32.93
134,32.93,31.69,29.83,34.8,32.93,31.07
135,31.69,29.83,34.8,32.93,31.07,32.93
136,29.83,34.8,32.93,31.07,32.93,34.18
137,34.8,32.93,31.07,32.93,34.18,31.07
138,32.93,31.07,32.93,34.18,31.07,31.69
139,31.07,32.93,34.18,31.07,31.69,31.69
140,32.93,34.18,31.07,31.69,31.69,31.07
141,34.18,31.07,31.69,31.69,31.07,32.93
142,31.07,31.69,31.69,31.07,32.93,34.18
143,31.69,31.69,31.07,32.93,34.18,29.83
144,31.69,31.07,32.93,34.18,29.83,31.69
145,31.07,32.93,34.18,29.83,31.69,31.07
146,32.93,34.18,29.83,31.69,31.07,29.2
147,34.18,29.83,31.69,31.07,29.2,29.2
148,29.83,31.69,31.07,29.2,29.2,34.8
149,31.69,31.07,29.2,29.2,34.8,31.69
150,31.07,29.2,29.2,34.8,31.69,29.83
151,29.2,29.2,34.8,31.69,29.83,29.2
152,29.2,34.8,31.69,29.83,29.2,31.69
153,34.8,31.69,29.83,29.2,31.69,31.69
154,31.69,29.83,29.2,31.69,31.69,31.69
155,29.83,29.2,31.69,31.69,31.69,31.07
156,29.2,31.69,31.69,31.69,31.07,31.69
157,31.69,31.69,31.69,31.07,31.69,31.69
158,31.69,31.69,31.07,31.69,31.69,29.83
159,31.69,31.07,31.69,31.69,29.83,31.07
160,31.07,31.69,31.69,29.83,31.07,19.88
161,31.69,31.69,29.83,31.07,19.88,22.99
162,31.69,29.83,31.07,19.88,22.99,29.2
163,29.83,31.07,19.88,22.99,29.2,31.07
164,31.07,19.88,22.99,29.2,31.07,31.07
165,19.88,22.99,29.2,31.07,31.07,31.69
166,22.99,29.2,31.07,31.07,31.69,29.83
167,29.2,31.07,31.07,31.69,29.83,34.18
168,31.07,31.07,31.69,29.83,34.18,29.83
169,31.07,31.69,29.83,34.18,29.83,27.96
170,31.69,29.83,34.18,29.83,27.96,31.07
171,29.83,34.18,29.83,27.96,31.07,31.69
172,34.18,29.83,27.96,31.07,31.69,27.96
173,29.83,27.96,31.07,31.69,27.96,29.2
174,27.96,31.07,31.69,27.96,29.2,31.07
175,31.07,31.69,27.96,29.2,31.07,26.72
176,31.69,27.96,29.2,31.07,26.72,31.69
177,27.96,29.2,31.07,26.72,31.69,29.83
178,29.2,31.07,26.72,31.69,29.83,29.83
179,31.07,26.72,31.69,29.83,29.83,29.83
180,26.72,31.69,29.83,29.83,29.83,24.85
181,31.69,29.83,29.83,29.83,24.85,29.2
182,29.83,29.83,29.83,24.85,29.2,29.2
183,29.83,29.83,24.85,29.2,29.2,31.07
184,29.83,24.85,29.2,29.2,31.07,29.2
185,24.85,29.2,29.2,31.07,29.2,29.83
186,29.2,29.2,31.07,29.2,29.83,31.07
187,29.2,31.07,29.2,29.83,31.07,31.07
188,31.07,29.2,29.83,31.07,31.07,29.2
189,29.2,29.83,31.07,31.07,29.2,31.07
190,29.83,31.07,31.07,29.2,31.07,29.2
191,31.07,31.07,29.2,31.07,29.2,29.83
192,31.07,29.2,31.07,29.2,29.83,29.83
193,29.2,31.07,29.2,29.83,29.83,31.07
194,31.07,29.2,29.83,29.83,31.07,31.07
195,29.2,29.83,29.83,31.07,31.07,29.2
196,29.83,29.83,31.07,31.07,29.2,29.83
197,29.83,31.07,31.07,29.2,29.83,26.1
198,31.07,31.07,29.2,29.83,26.1,31.07
199,31.07,29.2,29.83,26.1,31.07,36.04
200,29.2,29.83,26.1,31.07,36.04,29.83
201,29.83,26.1,31.07,36.04,29.83,29.83
202,26.1,31.07,36.04,29.83,29.83,29.83
203,31.07,36.04,29.83,29.83,29.83,29.2
204,36.04,29.83,29.83,29.83,29.2,24.23
205,29.83,29.83,29.83,29.2,24.23,29.2
206,29.83,29.83,29.2,24.23,29.2,29.2
207,29.83,29.2,24.23,29.2,29.2,29.2
208,29.2,24.23,29.2,29.2,29.2,29.2
209,24.23,29.2,29.2,29.2,29.2,21.75
210,29.2,29.2,29.2,29.2,21.75,29.2
211,29.2,29.2,29.2,21.75,29.2,29.83
212,29.2,29.2,21.75,29.2,29.83,27.96
213,29.2,21.75,29.2,29.83,27.96,27.96
214,21.75,29.2,29.83,27.96,27.96,29.83
215,29.2,29.83,27.96,27.96,29.83,31.07
216,29.83,27.96,27.96,29.83,31.07,27.96
217,27.96,27.96,29.83,31.07,27.96,26.1
218,27.96,29.83,31.07,27.96,26.1,27.96
219,29.83,31.07,27.96,26.1,27.96,29.2
220,31.07,27.96,26.1,27.96,29.2,29.2
221,27.96,26.1,27.96,29.2,29.2,26.72
222,26.1,27.96,29.2,29.2,26.72,29.2
223,27.96,29.2,29.2,26.72,29.2,26.72
224,29.2,29.2,26.72,29.2,26.72,26.72
225,29.2,26.72,29.2,26.72,26.72,26.72
226,26.72,29.2,26.72,26.72,26.72,26.72
227,29.2,26.72,26.72,26.72,26.72,29.2
228,26.72,26.72,26.72,26.72,29.2,31.07
229,26.72,26.72,26.72,29.2,31.07,26.72
230,26.72,26.72,29.2,31.07,26.72,29.2
231,26.72,29.2,31.07,26.72,29.2,24.85
232,29.2,31.07,26.72,29.2,24.85,31.69
233,31.07,26.72,29.2,24.85,31.69,29.83
234,26.72,29.2,24.85,31.69,29.83,29.2
235,29.2,24.85,31.69,29.83,29.2,29.2
236,24.85,31.69,29.83,29.2,29.2,24.85
237,31.69,29.83,29.2,29.2,24.85,29.83
238,29.83,29.2,29.2,24.85,29.83,27.96
239,29.2,29.2,24.85,29.83,27.96,29.83
240,29.2,24.85,29.83,27.96,29.83,29.83
241,24.85,29.83,27.96,29.83,29.83,29.83
242,29.83,27.96,29.83,29.83,29.83,26.72
243,27.96,29.83,29.83,29.83,26.72,31.07
244,29.83,29.83,29.83,26.72,31.07,31.07
245,29.83,29.83,26.72,31.07,31.07,18.02
246,29.83,26.72,31.07,31.07,18.02,29.83
247,26.72,31.07,31.07,18.02,29.83,31.07
248,31.07,31.07,18.02,29.83,31.07,31.07
249,31.07,18.02,29.83,31.07,31.07,31.69
250,18.02,29.83,31.07,31.07,31.69,29.83
251,29.83,31.07,31.07,31.69,29.83,32.93
252,31.07,31.07,31.69,29.83,32.93,27.96
253,31.07,31.69,29.83,32.93,27.96,27.96
254,31.69,29.83,32.93,27.96,27.96,29.83
255,29.83,32.93,27.96,27.96,29.83,27.96
256,32.93,27.96,27.96,29.83,27.96,31.69
257,27.96,27.96,29.83,27.96,31.69,29.83
258,27.96,29.83,27.96,31.69,29.83,29.83
259,29.83,27.96,31.69,29.83,29.83,31.07
260,27.96,31.69,29.83,29.83,31.07,29.83
261,31.69,29.83,29.83,31.07,29.83,31.07
262,29.83,29.83,31.07,29.83,31.07,29.83
263,29.83,31.07,29.83,31.07,29.83,31.69
264,31.07,29.83,31.07,29.83,31.69,31.07
265,29.83,31.07,29.83,31.69,31.07,29.83
266,31.07,29.83,31.69,31.07,29.83,31.07
267,29.83,31.69,31.07,29.83,31.07,32.93
268,31.69,31.07,29.83,31.07,32.93,31.07
269,31.07,29.83,31.07,32.93,31.07,31.69
270,29.83,31.07,32.93,31.07,31.69,31.69
271,31.07,32.93,31.07,31.69,31.69,26.72
272,32.93,31.07,31.69,31.69,26.72,29.83
273,31.07,31.69,31.69,26.72,29.83,32.93
274,31.69,31.69,26.72,29.83,32.93,34.18
275,31.69,26.72,29.83,32.93,34.18,31.69
276,26.72,29.83,32.93,34.18,31.69,31.69
277,29.83,32.93,34.18,31.69,31.69,31.69
278,32.93,34.18,31.69,31.69,31.69,32.93
279,34.18,31.69,31.69,31.69,32.93,32.93
280,31.69,31.69,31.69,32.93,32.93,31.69
281,31.69,31.69,32.93,32.93,31.69,31.69
282,31.69,32.93,32.93,31.69,31.69,32.93
283,32.93,32.93,31.69,31.69,32.93,34.18
284,32.93,31.69,31.69,32.93,34.18,34.18
285,31.69,31.69,32.93,34.18,34.18,32.93
286,31.69,32.93,34.18,34.18,32.93,31.69
287,32.93,34.18,34.18,32.93,31.69,32.93
288,34.18,34.18,32.93,31.69,32.93,32.93
289,34.18,32.93,31.69,32.93,32.93,34.8
290,32.93,31.69,32.93,32.93,34.8,31.69
291,31.69,32.93,32.93,34.8,31.69,31.69
292,32.93,32.93,34.8,31.69,31.69,31.69
293,32.93,34.8,31.69,31.69,31.69,32.93
294,34.8,31.69,31.69,31.69,32.93,34.8
295,31.69,31.69,31.69,32.93,34.8,32.93
296,31.69,31.69,32.93,34.8,32.93,32.93
297,31.69,32.93,34.8,32.93,32.93,32.93
298,32.93,34.8,32.93,32.93,32.93,34.18
299,34.8,32.93,32.93,32.93,34.18,31.69
300,32.93,32.93,32.93,34.18,31.69,34.18
301,32.93,32.93,34.18,31.69,34.18,34.18
302,32.93,34.18,31.69,34.18,34.18,34.8
303,34.18,31.69,34.18,34.18,34.8,34.18
304,31.69,34.18,34.18,34.8,34.18,32.93
305,34.18,34.18,34.8,34.18,32.93,34.18
306,34.18,34.8,34.18,32.93,34.18,31.69
307,34.8,34.18,32.93,34.18,31.69,31.69
308,34.18,32.93,34.18,31.69,31.69,34.8
309,32.93,34.18,31.69,31.69,34.8,34.18
310,34.18,31.69,31.69,34.8,34.18,31.69
311,31.69,31.69,34.8,34.18,31.69,32.93
312,31.69,34.8,34.18,31.69,32.93,32.93
313,34.8,34.18,31.69,32.93,32.93,34.18
314,34.18,31.69,32.93,32.93,34.18,32.93
315,31.69,32.93,32.93,34.18,32.93,32.93
316,32.93,32.93,34.18,32.93,32.93,32.93
317,32.93,34.18,32.93,32.93,32.93,34.18
318,34.18,32.93,32.93,32.93,34.18,32.93
319,32.93,32.93,32.93,34.18,32.93,34.8
320,32.93,32.93,34.18,32.93,34.8,34.8
321,32.93,34.18,32.93,34.8,34.8,34.8
322,34.18,32.93,34.8,34.8,34.8,32.93
323,32.93,34.8,34.8,34.8,32.93,34.18
324,34.8,34.8,34.8,32.93,34.18,34.18
325,34.8,34.8,32.93,34.18,34.18,34.18
326,34.8,32.93,34.18,34.18,34.18,34.18
327,32.93,34.18,34.18,34.18,34.18,34.18
328,34.18,34.18,34.18,34.18,34.18,34.18
329,34.18,34.18,34.18,34.18,34.18,34.8
330,34.18,34.18,34.18,34.18,34.8,34.8
331,34.18,34.18,34.18,34.8,34.8,36.04
332,34.18,34.18,34.8,34.8,36.04,34.8
333,34.18,34.8,34.8,36.04,34.8,36.04
334,34.8,34.8,36.04,34.8,36.04,34.8
335,34.8,36.04,34.8,36.04,34.8,34.8
336,36.04,34.8,36.04,34.8,34.8,34.18
337,34.8,36.04,34.8,34.8,34.18,34.8
338,36.04,34.8,34.8,34.18,34.8,36.04
339,34.8,34.8,34.18,34.8,36.04,34.18
340,34.8,34.18,34.8,36.04,34.18,34.8
341,34.18,34.8,36.04,34.18,34.8,36.04
342,34.8,36.04,34.18,34.8,36.04,34.8
343,36.04,34.18,34.8,36.04,34.8,34.8
344,34.18,34.8,36.04,34.8,34.8,36.04
345,34.8,36.04,34.8,34.8,36.04,36.04
346,36.04,34.8,34.8,36.04,36.04,36.04
347,34.8,34.8,36.04,36.04,36.04,34.8
348,34.8,36.04,36.04,36.04,34.8,34.8
349,36.04,36.04,36.04,34.8,34.8,34.8
350,36.04,36.04,34.8,34.8,34.8,37.28
351,36.04,34.8,34.8,34.8,37.28,34.8
352,34.8,34.8,34.8,37.28,34.8,34.8
353,34.8,34.8,37.28,34.8,34.8,34.8
354,34.8,37.28,34.8,34.8,34.8,34.8
355,37.28,34.8,34.8,34.8,34.8,34.18
356,34.8,34.8,34.8,34.8,34.18,34.18
357,34.8,34.8,34.8,34.18,34.18,34.18
358,34.8,34.8,34.18,34.18,34.18,31.69
359,34.8,34.18,34.18,34.18,31.69,32.93
360,34.18,34.18,34.18,31.69,32.93,36.04
361,34.18,34.18,31.69,32.93,36.04,34.18
362,34.18,31.69,32.93,36.04,34.18,34.18
363,31.69,32.93,36.04,34.18,34.18,34.18
364,32.93,36.04,34.18,34.18,34.18,36.04
365,36.04,34.18,34.18,34.18,36.04,34.18
366,34.18,34.18,34.18,36.04,34.18,31.69
367,34.18,34.18,36.04,34.18,31.69,32.93
368,34.18,36.04,34.18,31.69,32.93,34.18
369,36.04,34.18,31.69,32.93,34.18,34.8
370,34.18,31.69,32.93,34.18,34.8,34.8
371,31.69,32.93,34.18,34.8,34.8,34.18
372,32.93,34.18,34.8,34.8,34.18,34.8
373,34.18,34.8,34.8,34.18,34.8,32.93
374,34.8,34.8,34.18,34.8,32.93,34.8
375,34.8,34.18,34.8,32.93,34.8,32.93
376,34.18,34.8,32.93,34.8,32.93,31.69
377,34.8,32.93,34.8,32.93,31.69,34.18
378,32.93,34.8,32.93,31.69,34.18,34.8
379,34.8,32.93,31.69,34.18,34.8,34.18
380,32.93,31.69,34.18,34.8,34.18,34.18
381,31.69,34.18,34.8,34.18,34.18,34.18
382,34.18,34.8,34.18,34.18,34.18,34.8
383,34.8,34.18,34.18,34.18,34.8,34.8
384,34.18,34.18,34.18,34.8,34.8,34.18
385,34.18,34.18,34.8,34.8,34.18,34.8
386,34.18,34.8,34.8,34.18,34.8,34.18
387,34.8,34.8,34.18,34.8,34.18,32.93
388,34.8,34.18,34.8,34.18,32.93,34.18
389,34.18,34.8,34.18,32.93,34.18,32.93
390,34.8,34.18,32.93,34.18,32.93,31.69
391,34.18,32.93,34.18,32.93,31.69,34.8
392,32.93,34.18,32.93,31.69,34.8,34.8
393,34.18,32.93,31.69,34.8,34.8,31.69
394,32.93,31.69,34.8,34.8,31.69,32.93
395,31.69,34.8,34.8,31.69,32.93,39.77
396,34.8,34.8,31.69,32.93,39.77,32.93
397,34.8,31.69,32.93,39.77,32.93,34.8
398,31.69,32.93,39.77,32.93,34.8,32.93
399,32.93,39.77,32.93,34.8,32.93,34.18
400,39.77,32.93,34.8,32.93,34.18,32.93
401,32.93,34.8,32.93,34.18,32.93,31.69
402,34.8,32.93,34.18,32.93,31.69,31.69
403,32.93,34.18,32.93,31.69,31.69,34.18
404,34.18,32.93,31.69,31.69,34.18,31.07
405,32.93,31.69,31.69,34.18,31.07,31.69
406,31.69,31.69,34.18,31.07,31.69,29.83
407,31.69,34.18,31.07,31.69,29.83,32.93
408,34.18,31.07,31.69,29.83,32.93,32.93
409,31.07,31.69,29.83,32.93,32.93,32.93
410,31.69,29.83,32.93,32.93,32.93,31.69
411,29.83,32.93,32.93,32.93,31.69,34.8
412,32.93,32.93,32.93,31.69,34.8,31.69
413,32.93,32.93,31.69,34.8,31.69,31.07
414,32.93,31.69,34.8,31.69,31.07,31.69
415,31.69,34.8,31.69,31.07,31.69,31.07
416,34.8,31.69,31.07,31.69,31.07,34.18
417,31.69,31.07,31.69,31.07,34.18,32.93
418,31.07,31.69,31.07,34.18,32.93,31.69
419,31.69,31.07,34.18,32.93,31.69,31.69
420,31.07,34.18,32.93,31.69,31.69,27.96
421,34.18,32.93,31.69,31.69,27.96,31.69
422,32.93,31.69,31.69,27.96,31.69,37.28
423,31.69,31.69,27.96,31.69,37.28,31.07
424,31.69,27.96,31.69,37.28,31.07,32.93
425,27.96,31.69,37.28,31.07,32.93,32.93
426,31.69,37.28,31.07,32.93,32.93,31.07
427,37.28,31.07,32.93,32.93,31.07,27.96
428,31.07,32.93,32.93,31.07,27.96,29.83
429,32.93,32.93,31.07,27.96,29.83,31.69
430,32.93,31.07,27.96,29.83,31.69,32.93
431,31.07,27.96,29.83,31.69,32.93,31.69
432,27.96,29.83,31.69,32.93,31.69,31.07
433,29.83,31.69,32.93,31.69,31.07,34.8
434,31.69,32.93,31.69,31.07,34.8,32.93
435,32.93,31.69,31.07,34.8,32.93,29.83
436,31.69,31.07,34.8,32.93,29.83,31.07
437,31.07,34.8,32.93,29.83,31.07,31.69
438,34.8,32.93,29.83,31.07,31.69,27.96
439,32.93,29.83,31.07,31.69,27.96,31.07
440,29.83,31.07,31.69,27.96,31.07,31.07
441,31.07,31.69,27.96,31.07,31.07,31.69
442,31.69,27.96,31.07,31.07,31.69,32.93
443,27.96,31.07,31.07,31.69,32.93,31.07
444,31.07,31.07,31.69,32.93,31.07,32.93
445,31.07,31.69,32.93,31.07,32.93,26.1
446,31.69,32.93,31.07,32.93,26.1,31.07
447,32.93,31.07,32.93,26.1,31.07,31.69
448,31.07,32.93,26.1,31.07,31.69,31.69
449,32.93,26.1,31.07,31.69,31.69,31.07
450,26.1,31.07,31.69,31.69,31.07,31.69
451,31.07,31.69,31.69,31.07,31.69,31.69
452,31.69,31.69,31.07,31.69,31.69,29.2
453,31.69,31.07,31.69,31.69,29.2,29.83
454,31.07,31.69,31.69,29.2,29.83,29.83
455,31.69,31.69,29.2,29.83,29.83,31.07
456,31.69,29.2,29.83,29.83,31.07,31.07
457,29.2,29.83,29.83,31.07,31.07,31.69
458,29.83,29.83,31.07,31.07,31.69,31.69
459,29.83,31.07,31.07,31.69,31.69,31.69
460,31.07,31.07,31.69,31.69,31.69,31.69
461,31.07,31.69,31.69,31.69,31.69,29.83
462,31.69,31.69,31.69,31.69,29.83,29.83
463,31.69,31.69,31.69,29.83,29.83,29.2
464,31.69,31.69,29.83,29.83,29.2,29.2
465,31.69,29.83,29.83,29.2,29.2,29.83
466,29.83,29.83,29.2,29.2,29.83,27.96
467,29.83,29.2,29.2,29.83,27.96,31.07
468,29.2,29.2,29.83,27.96,31.07,26.72
469,29.2,29.83,27.96,31.07,26.72,29.83
470,29.83,27.96,31.07,26.72,29.83,31.69
471,27.96,31.07,26.72,29.83,31.69,31.69
472,31.07,26.72,29.83,31.69,31.69,29.83
473,26.72,29.83,31.69,31.69,29.83,29.83
474,29.83,31.69,31.69,29.83,29.83,29.2
475,31.69,31.69,29.83,29.83,29.2,31.69
476,31.69,29.83,29.83,29.2,31.69,31.07
477,29.83,29.83,29.2,31.69,31.07,29.83
478,29.83,29.2,31.69,31.07,29.83,27.96
479,29.2,31.69,31.07,29.83,27.96,29.2
480,31.69,31.07,29.83,27.96,29.2,31.07
481,31.07,29.83,27.96,29.2,31.07,26.1
482,29.83,27.96,29.2,31.07,26.1,31.69
483,27.96,29.2,31.07,26.1,31.69,29.2
484,29.2,31.07,26.1,31.69,29.2,31.07
485,31.07,26.1,31.69,29.2,31.07,29.2
486,26.1,31.69,29.2,31.07,29.2,29.83
487,31.69,29.2,31.07,29.2,29.83,26.1
488,29.2,31.07,29.2,29.83,26.1,31.07
489,31.07,29.2,29.83,26.1,31.07,26.1
490,29.2,29.83,26.1,31.07,26.1,29.2
491,29.83,26.1,31.07,26.1,29.2,26.72
492,26.1,31.07,26.1,29.2,26.72,27.96
493,31.07,26.1,29.2,26.72,27.96,22.99
494,26.1,29.2,26.72,27.96,22.99,29.83
495,29.2,26.72,27.96,22.99,29.83,27.96
496,26.72,27.96,22.99,29.83,27.96,26.72
497,27.96,22.99,29.83,27.96,26.72,29.2
498,22.99,29.83,27.96,26.72,29.2,29.83
499,29.83,27.96,26.72,29.2,29.83,26.72
500,27.96,26.72,29.2,29.83,26.72,27.96
501,26.72,29.2,29.83,26.72,27.96,26.1
502,29.2,29.83,26.72,27.96,26.1,29.2
503,29.83,26.72,27.96,26.1,29.2,26.72
504,26.72,27.96,26.1,29.2,26.72,27.96
505,27.96,26.1,29.2,26.72,27.96,24.85
506,26.1,29.2,26.72,27.96,24.85,29.2
507,29.2,26.72,27.96,24.85,29.2,29.2
508,26.72,27.96,24.85,29.2,29.2,26.1
509,27.96,24.85,29.2,29.2,26.1,29.2
510,24.85,29.2,29.2,26.1,29.2,29.2
511,29.2,29.2,26.1,29.2,29.2,29.2
512,29.2,26.1,29.2,29.2,29.2,26.72
513,26.1,29.2,29.2,29.2,26.72,29.2
514,29.2,29.2,29.2,26.72,29.2,26.72
515,29.2,29.2,26.72,29.2,26.72,26.1
516,29.2,26.72,29.2,26.72,26.1,29.2
517,26.72,29.2,26.72,26.1,29.2,29.2
518,29.2,26.72,26.1,29.2,29.2,29.2
519,26.72,26.1,29.2,29.2,29.2,29.2
520,26.1,29.2,29.2,29.2,29.2,26.72
521,29.2,29.2,29.2,29.2,26.72,24.85
522,29.2,29.2,29.2,26.72,24.85,27.96
523,29.2,29.2,26.72,24.85,27.96,24.85
524,29.2,26.72,24.85,27.96,24.85,27.96
525,26.72,24.85,27.96,24.85,27.96,29.83
526,24.85,27.96,24.85,27.96,29.83,24.23
527,27.96,24.85,27.96,29.83,24.23,29.83
528,24.85,27.96,29.83,24.23,29.83,26.72
529,27.96,29.83,24.23,29.83,26.72,31.69
530,29.83,24.23,29.83,26.72,31.69,29.2
531,24.23,29.83,26.72,31.69,29.2,29.2
532,29.83,26.72,31.69,29.2,29.2,31.69
533,26.72,31.69,29.2,29.2,31.69,27.96
534,31.69,29.2,29.2,31.69,27.96,27.96
535,29.2,29.2,31.69,27.96,27.96,31.07
