,t-5,t-4,t-3,t-2,t-1,target
22506,31.69,31.69,31.07,31.07,29.2,31.07
22507,31.69,31.07,31.07,29.2,31.07,32.93
22508,31.07,31.07,29.2,31.07,32.93,32.93
22509,31.07,29.2,31.07,32.93,32.93,6.84
22510,29.2,31.07,32.93,32.93,6.84,29.83
22511,31.07,32.93,32.93,6.84,29.83,29.2
22512,32.93,32.93,6.84,29.83,29.2,29.83
22513,32.93,6.84,29.83,29.2,29.83,29.83
22514,6.84,29.83,29.2,29.83,29.83,31.69
22515,29.83,29.2,29.83,29.83,31.69,29.83
22516,29.2,29.83,29.83,31.69,29.83,31.69
22517,29.83,29.83,31.69,29.83,31.69,29.83
22518,29.83,31.69,29.83,31.69,29.83,29.2
22519,31.69,29.83,31.69,29.83,29.2,29.2
22520,29.83,31.69,29.83,29.2,29.2,29.2
22521,31.69,29.83,29.2,29.2,29.2,29.83
22522,29.83,29.2,29.2,29.2,29.83,31.07
22523,29.2,29.2,29.2,29.83,31.07,29.2
22524,29.2,29.2,29.83,31.07,29.2,29.83
22525,29.2,29.83,31.07,29.2,29.83,29.2
22526,29.83,31.07,29.2,29.83,29.2,29.2
22527,31.07,29.2,29.83,29.2,29.2,29.83
22528,29.2,29.83,29.2,29.2,29.83,27.96
22529,29.83,29.2,29.2,29.83,27.96,29.2
22530,29.2,29.2,29.83,27.96,29.2,29.2
22531,29.2,29.83,27.96,29.2,29.2,26.72
22532,29.83,27.96,29.2,29.2,26.72,26.1
22533,27.96,29.2,29.2,26.72,26.1,31.07
22534,29.2,29.2,26.72,26.1,31.07,29.83
22535,29.2,26.72,26.1,31.07,29.83,29.83
22536,26.72,26.1,31.07,29.83,29.83,26.1
22537,26.1,31.07,29.83,29.83,26.1,29.83
22538,31.07,29.83,29.83,26.1,29.83,26.72
22539,29.83,29.83,26.1,29.83,26.72,31.69
22540,29.83,26.1,29.83,26.72,31.69,29.2
22541,26.1,29.83,26.72,31.69,29.2,29.2
22542,29.83,26.72,31.69,29.2,29.2,26.1
22543,26.72,31.69,29.2,29.2,26.1,31.07
22544,31.69,29.2,29.2,26.1,31.07,26.72
22545,29.2,29.2,26.1,31.07,26.72,26.1
22546,29.2,26.1,31.07,26.72,26.1,31.07
22547,26.1,31.07,26.72,26.1,31.07,29.83
22548,31.07,26.72,26.1,31.07,29.83,31.69
22549,26.72,26.1,31.07,29.83,31.69,3.11
22550,26.1,31.07,29.83,31.69,3.11,29.83
22551,31.07,29.83,31.69,3.11,29.83,32.93
22552,29.83,31.69,3.11,29.83,32.93,31.07
22553,31.69,3.11,29.83,32.93,31.07,27.96
22554,3.11,29.83,32.93,31.07,27.96,26.72
22555,29.83,32.93,31.07,27.96,26.72,31.69
22556,32.93,31.07,27.96,26.72,31.69,29.83
22557,31.07,27.96,26.72,31.69,29.83,26.72
22558,27.96,26.72,31.69,29.83,26.72,31.69
22559,26.72,31.69,29.83,26.72,31.69,31.07
22560,31.69,29.83,26.72,31.69,31.07,32.93
22561,29.83,26.72,31.69,31.07,32.93,32.93
22562,26.72,31.69,31.07,32.93,32.93,32.93
22563,31.69,31.07,32.93,32.93,32.93,24.23
22564,31.07,32.93,32.93,32.93,24.23,34.18
22565,32.93,32.93,32.93,24.23,34.18,31.69
22566,32.93,32.93,24.23,34.18,31.69,31.69
22567,32.93,24.23,34.18,31.69,31.69,29.83
22568,24.23,34.18,31.69,31.69,29.83,32.93
22569,34.18,31.69,31.69,29.83,32.93,31.69
22570,31.69,31.69,29.83,32.93,31.69,31.69
22571,31.69,29.83,32.93,31.69,31.69,32.93
22572,29.83,32.93,31.69,31.69,32.93,34.8
22573,32.93,31.69,31.69,32.93,34.8,32.93
22574,31.69,31.69,32.93,34.8,32.93,34.18
22575,31.69,32.93,34.8,32.93,34.18,29.2
22576,32.93,34.8,32.93,34.18,29.2,32.93
22577,34.8,32.93,34.18,29.2,32.93,32.93
22578,32.93,34.18,29.2,32.93,32.93,34.18
22579,34.18,29.2,32.93,32.93,34.18,31.69
22580,29.2,32.93,32.93,34.18,31.69,32.93
22581,32.93,32.93,34.18,31.69,32.93,32.93
22582,32.93,34.18,31.69,32.93,32.93,32.93
22583,34.18,31.69,32.93,32.93,32.93,22.99
22584,31.69,32.93,32.93,32.93,22.99,22.99
22585,32.93,32.93,32.93,22.99,22.99,31.07
22586,32.93,32.93,22.99,22.99,31.07,22.99
22587,32.93,22.99,22.99,31.07,22.99,34.8
22588,22.99,22.99,31.07,22.99,34.8,34.18
22589,22.99,31.07,22.99,34.8,34.18,31.69
22590,31.07,22.99,34.8,34.18,31.69,31.69
22591,22.99,34.8,34.18,31.69,31.69,31.69
22592,34.8,34.18,31.69,31.69,31.69,29.83
22593,34.18,31.69,31.69,31.69,29.83,32.93
22594,31.69,31.69,31.69,29.83,32.93,31.69
22595,31.69,31.69,29.83,32.93,31.69,32.93
22596,31.69,29.83,32.93,31.69,32.93,31.69
22597,29.83,32.93,31.69,32.93,31.69,31.69
22598,32.93,31.69,32.93,31.69,31.69,31.69
22599,31.69,32.93,31.69,31.69,31.69,31.69
22600,32.93,31.69,31.69,31.69,31.69,31.69
22601,31.69,31.69,31.69,31.69,31.69,32.93
22602,31.69,31.69,31.69,31.69,32.93,34.18
22603,31.69,31.69,31.69,32.93,34.18,34.18
22604,31.69,31.69,32.93,34.18,34.18,31.69
22605,31.69,32.93,34.18,34.18,31.69,31.69
22606,32.93,34.18,34.18,31.69,31.69,32.93
22607,34.18,34.18,31.69,31.69,32.93,32.93
22608,34.18,31.69,31.69,32.93,32.93,32.93
22609,31.69,31.69,32.93,32.93,32.93,34.18
22610,31.69,32.93,32.93,32.93,34.18,34.18
22611,32.93,32.93,32.93,34.18,34.18,32.93
22612,32.93,32.93,34.18,34.18,32.93,34.18
22613,32.93,34.18,34.18,32.93,34.18,34.18
22614,34.18,34.18,32.93,34.18,34.18,34.18
22615,34.18,32.93,34.18,34.18,34.18,34.18
22616,32.93,34.18,34.18,34.18,34.18,34.18
22617,34.18,34.18,34.18,34.18,34.18,34.8
22618,34.18,34.18,34.18,34.18,34.8,34.8
22619,34.18,34.18,34.18,34.8,34.8,34.8
22620,34.18,34.18,34.8,34.8,34.8,36.04
22621,34.18,34.8,34.8,34.8,36.04,34.8
22622,34.8,34.8,34.8,36.04,34.8,34.8
22623,34.8,34.8,36.04,34.8,34.8,34.8
22624,34.8,36.04,34.8,34.8,34.8,34.8
22625,36.04,34.8,34.8,34.8,34.8,32.93
22626,34.8,34.8,34.8,34.8,32.93,34.8
22627,34.8,34.8,34.8,32.93,34.8,34.8
22628,34.8,34.8,32.93,34.8,34.8,34.8
22629,34.8,32.93,34.8,34.8,34.8,36.04
22630,32.93,34.8,34.8,34.8,36.04,34.18
22631,34.8,34.8,34.8,36.04,34.18,34.18
22632,34.8,34.8,36.04,34.18,34.18,34.18
22633,34.8,36.04,34.18,34.18,34.18,31.69
22634,36.04,34.18,34.18,34.18,31.69,34.8
22635,34.18,34.18,34.18,31.69,34.8,36.04
22636,34.18,34.18,31.69,34.8,36.04,31.69
22637,34.18,31.69,34.8,36.04,31.69,32.93
22638,31.69,34.8,36.04,31.69,32.93,34.18
22639,34.8,36.04,31.69,32.93,34.18,34.8
22640,36.04,31.69,32.93,34.18,34.8,34.18
22641,31.69,32.93,34.18,34.8,34.18,31.69
22642,32.93,34.18,34.8,34.18,31.69,31.07
22643,34.18,34.8,34.18,31.69,31.07,34.18
22644,34.8,34.18,31.69,31.07,34.18,31.07
22645,34.18,31.69,31.07,34.18,31.07,32.93
22646,31.69,31.07,34.18,31.07,32.93,29.83
22647,31.07,34.18,31.07,32.93,29.83,31.69
22648,34.18,31.07,32.93,29.83,31.69,26.72
22649,31.07,32.93,29.83,31.69,26.72,31.69
22650,32.93,29.83,31.69,26.72,31.69,27.96
22651,29.83,31.69,26.72,31.69,27.96,27.96
22652,31.69,26.72,31.69,27.96,27.96,27.96
22653,26.72,31.69,27.96,27.96,27.96,27.96
22654,31.69,27.96,27.96,27.96,27.96,27.96
22655,27.96,27.96,27.96,27.96,27.96,27.96
22656,27.96,27.96,27.96,27.96,27.96,27.96
22657,27.96,27.96,27.96,27.96,27.96,27.96
22658,27.96,27.96,27.96,27.96,27.96,26.72
22659,27.96,27.96,27.96,27.96,26.72,26.1
22660,27.96,27.96,27.96,26.72,26.1,19.88
22661,27.96,27.96,26.72,26.1,19.88,22.99
22662,27.96,26.72,26.1,19.88,22.99,29.83
22663,26.72,26.1,19.88,22.99,29.83,26.72
22664,26.1,19.88,22.99,29.83,26.72,27.96
22665,19.88,22.99,29.83,26.72,27.96,27.96
22666,22.99,29.83,26.72,27.96,27.96,29.2
22667,29.83,26.72,27.96,27.96,29.2,29.2
22668,26.72,27.96,27.96,29.2,29.2,29.83
22669,27.96,27.96,29.2,29.2,29.83,31.07
22670,27.96,29.2,29.2,29.83,31.07,29.2
22671,29.2,29.2,29.83,31.07,29.2,27.96
22672,29.2,29.83,31.07,29.2,27.96,26.72
22673,29.83,31.07,29.2,27.96,26.72,29.83
22674,31.07,29.2,27.96,26.72,29.83,29.83
22675,29.2,27.96,26.72,29.83,29.83,27.96
22676,27.96,26.72,29.83,29.83,27.96,22.99
22677,26.72,29.83,29.83,27.96,22.99,22.99
22678,29.83,29.83,27.96,22.99,22.99,24.85
22679,29.83,27.96,22.99,22.99,24.85,24.85
22680,27.96,22.99,22.99,24.85,24.85,24.85
22681,22.99,22.99,24.85,24.85,24.85,22.99
22682,22.99,24.85,24.85,24.85,22.99,27.96
22683,24.85,24.85,24.85,22.99,27.96,27.96
22684,24.85,24.85,22.99,27.96,27.96,24.85
22685,24.85,22.99,27.96,27.96,24.85,24.85
22686,22.99,27.96,27.96,24.85,24.85,26.1
22687,27.96,27.96,24.85,24.85,26.1,21.13
22688,27.96,24.85,24.85,26.1,21.13,22.99
22689,24.85,24.85,26.1,21.13,22.99,24.85
22690,24.85,26.1,21.13,22.99,24.85,26.72
22691,26.1,21.13,22.99,24.85,26.72,26.72
22692,21.13,22.99,24.85,26.72,26.72,26.72
22693,22.99,24.85,26.72,26.72,26.72,26.72
22694,24.85,26.72,26.72,26.72,26.72,26.72
22695,26.72,26.72,26.72,26.72,26.72,26.72
22696,26.72,26.72,26.72,26.72,26.72,26.72
22697,26.72,26.72,26.72,26.72,26.72,26.72
22698,26.72,26.72,26.72,26.72,26.72,29.83
22699,26.72,26.72,26.72,26.72,29.83,29.83
22700,26.72,26.72,26.72,29.83,29.83,29.2
22701,26.72,26.72,29.83,29.83,29.2,27.96
22702,26.72,29.83,29.83,29.2,27.96,29.2
22703,29.83,29.83,29.2,27.96,29.2,31.07
22704,29.83,29.2,27.96,29.2,31.07,29.83
22705,29.2,27.96,29.2,31.07,29.83,31.07
22706,27.96,29.2,31.07,29.83,31.07,31.07
22707,29.2,31.07,29.83,31.07,31.07,31.07
22708,31.07,29.83,31.07,31.07,31.07,29.83
22709,29.83,31.07,31.07,31.07,29.83,29.83
22710,31.07,31.07,31.07,29.83,29.83,31.07
22711,31.07,31.07,29.83,29.83,31.07,29.83
22712,31.07,29.83,29.83,31.07,29.83,27.96
22713,29.83,29.83,31.07,29.83,27.96,29.2
22714,29.83,31.07,29.83,27.96,29.2,27.96
22715,31.07,29.83,27.96,29.2,27.96,29.83
22716,29.83,27.96,29.2,27.96,29.83,31.07
22717,27.96,29.2,27.96,29.83,31.07,31.07
22718,29.2,27.96,29.83,31.07,31.07,29.83
22719,27.96,29.83,31.07,31.07,29.83,27.96
22720,29.83,31.07,31.07,29.83,27.96,31.07
22721,31.07,31.07,29.83,27.96,31.07,29.83
22722,31.07,29.83,27.96,31.07,29.83,31.69
22723,29.83,27.96,31.07,29.83,31.69,29.83
22724,27.96,31.07,29.83,31.69,29.83,29.83
22725,31.07,29.83,31.69,29.83,29.83,31.69
22726,29.83,31.69,29.83,29.83,31.69,29.83
22727,31.69,29.83,29.83,31.69,29.83,29.83
22728,29.83,29.83,31.69,29.83,29.83,29.83
22729,29.83,31.69,29.83,29.83,29.83,31.69
22730,31.69,29.83,29.83,29.83,31.69,31.07
22731,29.83,29.83,29.83,31.69,31.07,31.07
22732,29.83,29.83,31.69,31.07,31.07,31.07
22733,29.83,31.69,31.07,31.07,31.07,29.83
22734,31.69,31.07,31.07,31.07,29.83,29.2
22735,31.07,31.07,31.07,29.83,29.2,29.2
22736,31.07,31.07,29.83,29.2,29.2,31.07
22737,31.07,29.83,29.2,29.2,31.07,29.2
22738,29.83,29.2,29.2,31.07,29.2,31.69
22739,29.2,29.2,31.07,29.2,31.69,26.72
22740,29.2,31.07,29.2,31.69,26.72,31.69
22741,31.07,29.2,31.69,26.72,31.69,29.83
22742,29.2,31.69,26.72,31.69,29.83,32.93
22743,31.69,26.72,31.69,29.83,32.93,21.13
22744,26.72,31.69,29.83,32.93,21.13,14.29
22745,31.69,29.83,32.93,21.13,14.29,13.05
22746,29.83,32.93,21.13,14.29,13.05,11.18
22747,32.93,21.13,14.29,13.05,11.18,13.05
22748,21.13,14.29,13.05,11.18,13.05,19.26
22749,14.29,13.05,11.18,13.05,19.26,26.72
22750,13.05,11.18,13.05,19.26,26.72,29.2
22751,11.18,13.05,19.26,26.72,29.2,29.83
22752,13.05,19.26,26.72,29.2,29.83,29.2
22753,19.26,26.72,29.2,29.83,29.2,31.69
22754,26.72,29.2,29.83,29.2,31.69,31.07
22755,29.2,29.83,29.2,31.69,31.07,26.72
22756,29.83,29.2,31.69,31.07,26.72,29.2
22757,29.2,31.69,31.07,26.72,29.2,31.07
22758,31.69,31.07,26.72,29.2,31.07,32.93
22759,31.07,26.72,29.2,31.07,32.93,32.93
22760,26.72,29.2,31.07,32.93,32.93,29.2
22761,29.2,31.07,32.93,32.93,29.2,27.96
22762,31.07,32.93,32.93,29.2,27.96,32.93
22763,32.93,32.93,29.2,27.96,32.93,3.11
22764,32.93,29.2,27.96,32.93,3.11,6.21
22765,29.2,27.96,32.93,3.11,6.21,29.83
22766,27.96,32.93,3.11,6.21,29.83,4.97
22767,32.93,3.11,6.21,29.83,4.97,14.91
22768,3.11,6.21,29.83,4.97,14.91,3.73
22769,6.21,29.83,4.97,14.91,3.73,3.11
22770,29.83,4.97,14.91,3.73,3.11,1.86
22771,4.97,14.91,3.73,3.11,1.86,1.86
22772,14.91,3.73,3.11,1.86,1.86,1.86
22773,3.73,3.11,1.86,1.86,1.86,6.21
22774,3.11,1.86,1.86,1.86,6.21,18.02
22775,1.86,1.86,1.86,6.21,18.02,14.29
22776,1.86,1.86,6.21,18.02,14.29,27.96
22777,1.86,6.21,18.02,14.29,27.96,34.18
22778,6.21,18.02,14.29,27.96,34.18,32.93
22779,18.02,14.29,27.96,34.18,32.93,32.93
22780,14.29,27.96,34.18,32.93,32.93,31.07
22781,27.96,34.18,32.93,32.93,31.07,27.96
22782,34.18,32.93,32.93,31.07,27.96,29.83
22783,32.93,32.93,31.07,27.96,29.83,32.93
22784,32.93,31.07,27.96,29.83,32.93,31.69
22785,31.07,27.96,29.83,32.93,31.69,29.83
22786,27.96,29.83,32.93,31.69,29.83,34.18
22787,29.83,32.93,31.69,29.83,34.18,34.8
22788,32.93,31.69,29.83,34.18,34.8,9.94
22789,31.69,29.83,34.18,34.8,9.94,22.37
22790,29.83,34.18,34.8,9.94,22.37,34.8
22791,34.18,34.8,9.94,22.37,34.8,34.8
22792,34.8,9.94,22.37,34.8,34.8,34.8
22793,9.94,22.37,34.8,34.8,34.8,34.8
22794,22.37,34.8,34.8,34.8,34.8,34.8
22795,34.8,34.8,34.8,34.8,34.8,34.8
22796,34.8,34.8,34.8,34.8,34.8,34.8
22797,34.8,34.8,34.8,34.8,34.8,29.83
22798,34.8,34.8,34.8,34.8,29.83,29.2
22799,34.8,34.8,34.8,29.83,29.2,6.84
22800,34.8,34.8,29.83,29.2,6.84,29.83
22801,34.8,29.83,29.2,6.84,29.83,29.2
22802,29.83,29.2,6.84,29.83,29.2,32.93
22803,29.2,6.84,29.83,29.2,32.93,27.96
22804,6.84,29.83,29.2,32.93,27.96,31.69
22805,29.83,29.2,32.93,27.96,31.69,29.2
22806,29.2,32.93,27.96,31.69,29.2,26.72
22807,32.93,27.96,31.69,29.2,26.72,29.83
22808,27.96,31.69,29.2,26.72,29.83,27.96
22809,31.69,29.2,26.72,29.83,27.96,31.69
22810,29.2,26.72,29.83,27.96,31.69,29.83
22811,26.72,29.83,27.96,31.69,29.83,31.07
22812,29.83,27.96,31.69,29.83,31.07,29.2
22813,27.96,31.69,29.83,31.07,29.2,29.2
22814,31.69,29.83,31.07,29.2,29.2,29.2
22815,29.83,31.07,29.2,29.2,29.2,29.2
22816,31.07,29.2,29.2,29.2,29.2,29.83
22817,29.2,29.2,29.2,29.2,29.83,29.2
22818,29.2,29.2,29.2,29.83,29.2,26.72
22819,29.2,29.2,29.83,29.2,26.72,26.72
22820,29.2,29.83,29.2,26.72,26.72,31.07
22821,29.83,29.2,26.72,26.72,31.07,27.96
22822,29.2,26.72,26.72,31.07,27.96,26.72
22823,26.72,26.72,31.07,27.96,26.72,29.83
22824,26.72,31.07,27.96,26.72,29.83,29.2
22825,31.07,27.96,26.72,29.83,29.2,27.96
22826,27.96,26.72,29.83,29.2,27.96,31.07
22827,26.72,29.83,29.2,27.96,31.07,26.72
22828,29.83,29.2,27.96,31.07,26.72,29.2
22829,29.2,27.96,31.07,26.72,29.2,29.83
22830,27.96,31.07,26.72,29.2,29.83,29.83
22831,31.07,26.72,29.2,29.83,29.83,29.2
22832,26.72,29.2,29.83,29.83,29.2,29.2
22833,29.2,29.83,29.83,29.2,29.2,29.2
22834,29.83,29.83,29.2,29.2,29.2,29.83
22835,29.83,29.2,29.2,29.2,29.83,29.83
22836,29.2,29.2,29.2,29.83,29.83,29.2
22837,29.2,29.2,29.83,29.83,29.2,29.83
22838,29.2,29.83,29.83,29.2,29.83,24.23
22839,29.83,29.83,29.2,29.83,24.23,26.72
22840,29.83,29.2,29.83,24.23,26.72,24.23
22841,29.2,29.83,24.23,26.72,24.23,26.72
22842,29.83,24.23,26.72,24.23,26.72,27.96
22843,24.23,26.72,24.23,26.72,27.96,27.96
22844,26.72,24.23,26.72,27.96,27.96,29.2
22845,24.23,26.72,27.96,27.96,29.2,29.83
22846,26.72,27.96,27.96,29.2,29.83,31.69
22847,27.96,27.96,29.2,29.83,31.69,32.93
22848,27.96,29.2,29.83,31.69,32.93,34.18
22849,29.2,29.83,31.69,32.93,34.18,31.69
22850,29.83,31.69,32.93,34.18,31.69,32.93
22851,31.69,32.93,34.18,31.69,32.93,29.83
22852,32.93,34.18,31.69,32.93,29.83,29.2
22853,34.18,31.69,32.93,29.83,29.2,31.07
22854,31.69,32.93,29.83,29.2,31.07,31.07
22855,32.93,29.83,29.2,31.07,31.07,31.69
22856,29.83,29.2,31.07,31.07,31.69,31.69
22857,29.2,31.07,31.07,31.69,31.69,32.93
22858,31.07,31.07,31.69,31.69,32.93,31.69
22859,31.07,31.69,31.69,32.93,31.69,29.83
22860,31.69,31.69,32.93,31.69,29.83,32.93
22861,31.69,32.93,31.69,29.83,32.93,31.69
22862,32.93,31.69,29.83,32.93,31.69,32.93
22863,31.69,29.83,32.93,31.69,32.93,32.93
22864,29.83,32.93,31.69,32.93,32.93,31.07
22865,32.93,31.69,32.93,32.93,31.07,32.93
22866,31.69,32.93,32.93,31.07,32.93,31.69
22867,32.93,32.93,31.07,32.93,31.69,31.69
22868,32.93,31.07,32.93,31.69,31.69,32.93
22869,31.07,32.93,31.69,31.69,32.93,32.93
22870,32.93,31.69,31.69,32.93,32.93,32.93
22871,31.69,31.69,32.93,32.93,32.93,32.93
22872,31.69,32.93,32.93,32.93,32.93,34.18
22873,32.93,32.93,32.93,32.93,34.18,34.8
22874,32.93,32.93,32.93,34.18,34.8,34.18
22875,32.93,32.93,34.18,34.8,34.18,32.93
22876,32.93,34.18,34.8,34.18,32.93,34.18
22877,34.18,34.8,34.18,32.93,34.18,31.69
22878,34.8,34.18,32.93,34.18,31.69,31.69
22879,34.18,32.93,34.18,31.69,31.69,32.93
22880,32.93,34.18,31.69,31.69,32.93,32.93
22881,34.18,31.69,31.69,32.93,32.93,32.93
22882,31.69,31.69,32.93,32.93,32.93,34.8
22883,31.69,32.93,32.93,32.93,34.8,32.93
22884,32.93,32.93,32.93,34.8,32.93,34.8
22885,32.93,32.93,34.8,32.93,34.8,34.18
22886,32.93,34.8,32.93,34.8,34.18,34.18
22887,34.8,32.93,34.8,34.18,34.18,34.18
22888,32.93,34.8,34.18,34.18,34.18,32.93
22889,34.8,34.18,34.18,34.18,32.93,34.8
22890,34.18,34.18,34.18,32.93,34.8,34.18
22891,34.18,34.18,32.93,34.8,34.18,34.8
22892,34.18,32.93,34.8,34.18,34.8,34.18
22893,32.93,34.8,34.18,34.8,34.18,31.69
22894,34.8,34.18,34.8,34.18,31.69,31.69
22895,34.18,34.8,34.18,31.69,31.69,31.69
22896,34.8,34.18,31.69,31.69,31.69,34.8
22897,34.18,31.69,31.69,31.69,34.8,34.18
22898,31.69,31.69,31.69,34.8,34.18,31.69
22899,31.69,31.69,34.8,34.18,31.69,31.69
22900,31.69,34.8,34.18,31.69,31.69,34.18
22901,34.8,34.18,31.69,31.69,34.18,34.18
22902,34.18,31.69,31.69,34.18,34.18,32.93
22903,31.69,31.69,34.18,34.18,32.93,34.18
22904,31.69,34.18,34.18,32.93,34.18,34.18
22905,34.18,34.18,32.93,34.18,34.18,34.18
22906,34.18,32.93,34.18,34.18,34.18,34.18
22907,32.93,34.18,34.18,34.18,34.18,34.8
22908,34.18,34.18,34.18,34.18,34.8,34.18
22909,34.18,34.18,34.18,34.8,34.18,34.8
22910,34.18,34.18,34.8,34.18,34.8,34.8
22911,34.18,34.8,34.18,34.8,34.8,34.8
22912,34.8,34.18,34.8,34.8,34.8,34.8
22913,34.18,34.8,34.8,34.8,34.8,34.8
22914,34.8,34.8,34.8,34.8,34.8,34.8
22915,34.8,34.8,34.8,34.8,34.8,34.8
22916,34.8,34.8,34.8,34.8,34.8,34.18
22917,34.8,34.8,34.8,34.8,34.18,34.18
22918,34.8,34.8,34.8,34.18,34.18,34.8
22919,34.8,34.8,34.18,34.18,34.8,34.8
22920,34.8,34.18,34.18,34.8,34.8,37.9
22921,34.18,34.18,34.8,34.8,37.9,34.18
22922,34.18,34.8,34.8,37.9,34.18,34.8
22923,34.8,34.8,37.9,34.18,34.8,32.93
22924,34.8,37.9,34.18,34.8,32.93,34.8
22925,37.9,34.18,34.8,32.93,34.8,34.18
22926,34.18,34.8,32.93,34.8,34.18,32.93
22927,34.8,32.93,34.8,34.18,32.93,24.85
22928,32.93,34.8,34.18,32.93,24.85,31.69
22929,34.8,34.18,32.93,24.85,31.69,34.8
22930,34.18,32.93,24.85,31.69,34.8,31.69
22931,32.93,24.85,31.69,34.8,31.69,34.18
22932,24.85,31.69,34.8,31.69,34.18,31.69
22933,31.69,34.8,31.69,34.18,31.69,29.2
22934,34.8,31.69,34.18,31.69,29.2,31.69
22935,31.69,34.18,31.69,29.2,31.69,42.87
22936,34.18,31.69,29.2,31.69,42.87,26.1
22937,31.69,29.2,31.69,42.87,26.1,24.23
22938,29.2,31.69,42.87,26.1,24.23,24.23
22939,31.69,42.87,26.1,24.23,24.23,21.75
22940,42.87,26.1,24.23,24.23,21.75,31.07
22941,26.1,24.23,24.23,21.75,31.07,26.72
22942,24.23,24.23,21.75,31.07,26.72,24.85
22943,24.23,21.75,31.07,26.72,24.85,31.07
22944,21.75,31.07,26.72,24.85,31.07,29.83
22945,31.07,26.72,24.85,31.07,29.83,32.93
22946,26.72,24.85,31.07,29.83,32.93,27.96
22947,24.85,31.07,29.83,32.93,27.96,29.2
22948,31.07,29.83,32.93,27.96,29.2,26.1
22949,29.83,32.93,27.96,29.2,26.1,29.2
22950,32.93,27.96,29.2,26.1,29.2,26.1
22951,27.96,29.2,26.1,29.2,26.1,26.1
22952,29.2,26.1,29.2,26.1,26.1,29.2
22953,26.1,29.2,26.1,26.1,29.2,27.96
22954,29.2,26.1,26.1,29.2,27.96,27.96
22955,26.1,26.1,29.2,27.96,27.96,31.69
22956,26.1,29.2,27.96,27.96,31.69,31.07
22957,29.2,27.96,27.96,31.69,31.07,31.69
22958,27.96,27.96,31.69,31.07,31.69,31.07
22959,27.96,31.69,31.07,31.69,31.07,31.07
22960,31.69,31.07,31.69,31.07,31.07,29.2
22961,31.07,31.69,31.07,31.07,29.2,27.96
22962,31.69,31.07,31.07,29.2,27.96,29.83
22963,31.07,31.07,29.2,27.96,29.83,29.2
22964,31.07,29.2,27.96,29.83,29.2,31.69
22965,29.2,27.96,29.83,29.2,31.69,31.07
22966,27.96,29.83,29.2,31.69,31.07,31.69
22967,29.83,29.2,31.69,31.07,31.69,29.83
22968,29.2,31.69,31.07,31.69,29.83,29.83
22969,31.69,31.07,31.69,29.83,29.83,29.2
22970,31.07,31.69,29.83,29.83,29.2,29.83
22971,31.69,29.83,29.83,29.2,29.83,29.2
22972,29.83,29.83,29.2,29.83,29.2,29.2
22973,29.83,29.2,29.83,29.2,29.2,29.83
22974,29.2,29.83,29.2,29.2,29.83,29.2
22975,29.83,29.2,29.2,29.83,29.2,29.2
22976,29.2,29.2,29.83,29.2,29.2,29.83
22977,29.2,29.83,29.2,29.2,29.83,29.2
22978,29.83,29.2,29.2,29.83,29.2,34.18
22979,29.2,29.2,29.83,29.2,34.18,34.8
22980,29.2,29.83,29.2,34.18,34.8,26.1
22981,29.83,29.2,34.18,34.8,26.1,31.69
22982,29.2,34.18,34.8,26.1,31.69,29.83
22983,34.18,34.8,26.1,31.69,29.83,29.83
22984,34.8,26.1,31.69,29.83,29.83,31.69
22985,26.1,31.69,29.83,29.83,31.69,31.07
22986,31.69,29.83,29.83,31.69,31.07,31.69
22987,29.83,29.83,31.69,31.07,31.69,29.2
22988,29.83,31.69,31.07,31.69,29.2,29.83
22989,31.69,31.07,31.69,29.2,29.83,31.07
22990,31.07,31.69,29.2,29.83,31.07,32.93
22991,31.69,29.2,29.83,31.07,32.93,37.28
22992,29.2,29.83,31.07,32.93,37.28,31.07
22993,29.83,31.07,32.93,37.28,31.07,31.69
22994,31.07,32.93,37.28,31.07,31.69,31.07
22995,32.93,37.28,31.07,31.69,31.07,29.2
22996,37.28,31.07,31.69,31.07,29.2,29.83
22997,31.07,31.69,31.07,29.2,29.83,29.83
22998,31.69,31.07,29.2,29.83,29.83,29.83
22999,31.07,29.2,29.83,29.83,29.83,29.83
23000,29.2,29.83,29.83,29.83,29.83,29.83
23001,29.83,29.83,29.83,29.83,29.83,29.83
23002,29.83,29.83,29.83,29.83,29.83,26.1
23003,29.83,29.83,29.83,29.83,26.1,29.83
23004,29.83,29.83,29.83,26.1,29.83,26.72
23005,29.83,29.83,26.1,29.83,26.72,29.83
23006,29.83,26.1,29.83,26.72,29.83,29.2
23007,26.1,29.83,26.72,29.83,29.2,27.96
23008,29.83,26.72,29.83,29.2,27.96,27.96
23009,26.72,29.83,29.2,27.96,27.96,31.69
23010,29.83,29.2,27.96,27.96,31.69,29.2
23011,29.2,27.96,27.96,31.69,29.2,29.2
23012,27.96,27.96,31.69,29.2,29.2,29.83
23013,27.96,31.69,29.2,29.2,29.83,31.69
23014,31.69,29.2,29.2,29.83,31.69,29.83
23015,29.2,29.2,29.83,31.69,29.83,29.83
23016,29.2,29.83,31.69,29.83,29.83,31.07
23017,29.83,31.69,29.83,29.83,31.07,31.69
23018,31.69,29.83,29.83,31.07,31.69,31.07
23019,29.83,29.83,31.07,31.69,31.07,29.2
23020,29.83,31.07,31.69,31.07,29.2,31.69
23021,31.07,31.69,31.07,29.2,31.69,29.2
23022,31.69,31.07,29.2,31.69,29.2,29.83
