,t-5,t-4,t-3,t-2,t-1,target
18498,24.23,22.99,22.99,21.75,24.23,24.23
18499,22.99,22.99,21.75,24.23,24.23,24.23
18500,22.99,21.75,24.23,24.23,24.23,24.85
18501,21.75,24.23,24.23,24.23,24.85,24.23
18502,24.23,24.23,24.23,24.85,24.23,22.99
18503,24.23,24.23,24.85,24.23,22.99,24.23
18504,24.23,24.85,24.23,22.99,24.23,21.75
18505,24.85,24.23,22.99,24.23,21.75,21.75
18506,24.23,22.99,24.23,21.75,21.75,21.75
18507,22.99,24.23,21.75,21.75,21.75,22.99
18508,24.23,21.75,21.75,21.75,22.99,21.75
18509,21.75,21.75,21.75,22.99,21.75,22.99
18510,21.75,21.75,22.99,21.75,22.99,22.99
18511,21.75,22.99,21.75,22.99,22.99,22.99
18512,22.99,21.75,22.99,22.99,22.99,24.23
18513,21.75,22.99,22.99,22.99,24.23,21.75
18514,22.99,22.99,22.99,24.23,21.75,21.75
18515,22.99,22.99,24.23,21.75,21.75,21.75
18516,22.99,24.23,21.75,21.75,21.75,21.75
18517,24.23,21.75,21.75,21.75,21.75,21.75
18518,21.75,21.75,21.75,21.75,21.75,21.75
18519,21.75,21.75,21.75,21.75,21.75,21.75
18520,21.75,21.75,21.75,21.75,21.75,36.04
18521,21.75,21.75,21.75,21.75,36.04,21.75
18522,21.75,21.75,21.75,36.04,21.75,26.1
18523,21.75,21.75,36.04,21.75,26.1,29.2
18524,21.75,36.04,21.75,26.1,29.2,27.96
18525,36.04,21.75,26.1,29.2,27.96,29.83
18526,21.75,26.1,29.2,27.96,29.83,29.2
18527,26.1,29.2,27.96,29.83,29.2,29.83
18528,29.2,27.96,29.83,29.2,29.83,42.25
18529,27.96,29.83,29.2,29.83,42.25,42.87
18530,29.83,29.2,29.83,42.25,42.87,52.2
18531,29.2,29.83,42.25,42.87,52.2,49.71
18532,29.83,42.25,42.87,52.2,49.71,52.2
18533,42.25,42.87,52.2,49.71,52.2,54.06
18534,42.87,52.2,49.71,52.2,54.06,52.2
18535,52.2,49.71,52.2,54.06,52.2,52.2
18536,49.71,52.2,54.06,52.2,52.2,49.71
18537,52.2,54.06,52.2,52.2,49.71,52.2
18538,54.06,52.2,52.2,49.71,52.2,54.06
18539,52.2,52.2,49.71,52.2,54.06,52.82
18540,52.2,49.71,52.2,54.06,52.82,55.3
18541,49.71,52.2,54.06,52.82,55.3,55.3
18542,52.2,54.06,52.82,55.3,55.3,54.06
18543,54.06,52.82,55.3,55.3,54.06,52.2
18544,52.82,55.3,55.3,54.06,52.2,52.2
18545,55.3,55.3,54.06,52.2,52.2,57.17
18546,55.3,54.06,52.2,52.2,57.17,57.17
18547,54.06,52.2,52.2,57.17,57.17,52.82
18548,52.2,52.2,57.17,57.17,52.82,52.82
18549,52.2,57.17,57.17,52.82,52.82,54.06
18550,57.17,57.17,52.82,52.82,54.06,52.82
18551,57.17,52.82,52.82,54.06,52.82,55.92
18552,52.82,52.82,54.06,52.82,55.92,55.3
18553,52.82,54.06,52.82,55.92,55.3,55.92
18554,54.06,52.82,55.92,55.3,55.92,54.06
18555,52.82,55.92,55.3,55.92,54.06,57.17
18556,55.92,55.3,55.92,54.06,57.17,54.06
18557,55.3,55.92,54.06,57.17,54.06,55.92
18558,55.92,54.06,57.17,54.06,55.92,57.17
18559,54.06,57.17,54.06,55.92,57.17,55.92
18560,57.17,54.06,55.92,57.17,55.92,52.82
18561,54.06,55.92,57.17,55.92,52.82,54.06
18562,55.92,57.17,55.92,52.82,54.06,54.06
18563,57.17,55.92,52.82,54.06,54.06,55.92
18564,55.92,52.82,54.06,54.06,55.92,57.17
18565,52.82,54.06,54.06,55.92,57.17,55.92
18566,54.06,54.06,55.92,57.17,55.92,57.17
18567,54.06,55.92,57.17,55.92,57.17,55.92
18568,55.92,57.17,55.92,57.17,55.92,57.79
18569,57.17,55.92,57.17,55.92,57.79,59.03
18570,55.92,57.17,55.92,57.79,59.03,59.03
18571,57.17,55.92,57.79,59.03,59.03,60.27
18572,55.92,57.79,59.03,59.03,60.27,57.17
18573,57.79,59.03,59.03,60.27,57.17,59.03
18574,59.03,59.03,60.27,57.17,59.03,59.03
18575,59.03,60.27,57.17,59.03,59.03,57.17
18576,60.27,57.17,59.03,59.03,57.17,60.27
18577,57.17,59.03,59.03,57.17,60.27,60.89
18578,59.03,59.03,57.17,60.27,60.89,59.03
18579,59.03,57.17,60.27,60.89,59.03,57.79
18580,57.17,60.27,60.89,59.03,57.79,60.27
18581,60.27,60.89,59.03,57.79,60.27,60.27
18582,60.89,59.03,57.79,60.27,60.27,60.89
18583,59.03,57.79,60.27,60.27,60.89,62.14
18584,57.79,60.27,60.27,60.89,62.14,57.17
18585,60.27,60.27,60.89,62.14,57.17,36.04
18586,60.27,60.89,62.14,57.17,36.04,21.75
18587,60.89,62.14,57.17,36.04,21.75,19.26
18588,62.14,57.17,36.04,21.75,19.26,19.26
18589,57.17,36.04,21.75,19.26,19.26,19.26
18590,36.04,21.75,19.26,19.26,19.26,8.7
18591,21.75,19.26,19.26,19.26,8.7,6.84
18592,19.26,19.26,19.26,8.7,6.84,11.81
18593,19.26,19.26,8.7,6.84,11.81,26.1
18594,19.26,8.7,6.84,11.81,26.1,37.9
18595,8.7,6.84,11.81,26.1,37.9,49.71
18596,6.84,11.81,26.1,37.9,49.71,59.03
18597,11.81,26.1,37.9,49.71,59.03,52.2
18598,26.1,37.9,49.71,59.03,52.2,57.79
18599,37.9,49.71,59.03,52.2,57.79,59.03
18600,49.71,59.03,52.2,57.79,59.03,62.76
18601,59.03,52.2,57.79,59.03,62.76,60.27
18602,52.2,57.79,59.03,62.76,60.27,55.92
18603,57.79,59.03,62.76,60.27,55.92,55.3
18604,59.03,62.76,60.27,55.92,55.3,55.92
18605,62.76,60.27,55.92,55.3,55.92,59.03
18606,60.27,55.92,55.3,55.92,59.03,60.89
18607,55.92,55.3,55.92,59.03,60.89,62.76
18608,55.3,55.92,59.03,60.89,62.76,62.76
18609,55.92,59.03,60.89,62.76,62.76,60.27
18610,59.03,60.89,62.76,62.76,60.27,59.03
18611,60.89,62.76,62.76,60.27,59.03,60.27
18612,62.76,62.76,60.27,59.03,60.27,60.89
18613,62.76,60.27,59.03,60.27,60.89,62.14
18614,60.27,59.03,60.27,60.89,62.14,59.03
18615,59.03,60.27,60.89,62.14,59.03,59.03
18616,60.27,60.89,62.14,59.03,59.03,60.27
18617,60.89,62.14,59.03,59.03,60.27,62.76
18618,62.14,59.03,59.03,60.27,62.76,62.14
18619,59.03,59.03,60.27,62.76,62.14,62.14
18620,59.03,60.27,62.76,62.14,62.14,60.27
18621,60.27,62.76,62.14,62.14,60.27,60.27
18622,62.76,62.14,62.14,60.27,60.27,60.27
18623,62.14,62.14,60.27,60.27,60.27,57.17
18624,62.14,60.27,60.27,60.27,57.17,57.79
18625,60.27,60.27,60.27,57.17,57.79,60.27
18626,60.27,60.27,57.17,57.79,60.27,59.03
18627,60.27,57.17,57.79,60.27,59.03,55.3
18628,57.17,57.79,60.27,59.03,55.3,57.17
18629,57.79,60.27,59.03,55.3,57.17,57.79
18630,60.27,59.03,55.3,57.17,57.79,60.89
18631,59.03,55.3,57.17,57.79,60.89,60.27
18632,55.3,57.17,57.79,60.89,60.27,60.27
18633,57.17,57.79,60.89,60.27,60.27,60.27
18634,57.79,60.89,60.27,60.27,60.27,60.89
18635,60.89,60.27,60.27,60.27,60.89,60.27
18636,60.27,60.27,60.27,60.89,60.27,62.14
18637,60.27,60.27,60.89,60.27,62.14,60.89
18638,60.27,60.89,60.27,62.14,60.89,60.27
18639,60.89,60.27,62.14,60.89,60.27,60.27
18640,60.27,62.14,60.89,60.27,60.27,62.76
18641,62.14,60.89,60.27,60.27,62.76,62.76
18642,60.89,60.27,60.27,62.76,62.76,60.27
18643,60.27,60.27,62.76,62.76,60.27,59.03
18644,60.27,62.76,62.76,60.27,59.03,60.27
18645,62.76,62.76,60.27,59.03,60.27,62.14
18646,62.76,60.27,59.03,60.27,62.14,62.76
18647,60.27,59.03,60.27,62.14,62.76,60.27
18648,59.03,60.27,62.14,62.76,60.27,62.14
18649,60.27,62.14,62.76,60.27,62.14,60.89
18650,62.14,62.76,60.27,62.14,60.89,59.03
18651,62.76,60.27,62.14,60.89,59.03,60.89
18652,60.27,62.14,60.89,59.03,60.89,60.89
18653,62.14,60.89,59.03,60.89,60.89,57.17
18654,60.89,59.03,60.89,60.89,57.17,60.89
18655,59.03,60.89,60.89,57.17,60.89,60.27
18656,60.89,60.89,57.17,60.89,60.27,57.17
18657,60.89,57.17,60.89,60.27,57.17,54.06
18658,57.17,60.89,60.27,57.17,54.06,52.82
18659,60.89,60.27,57.17,54.06,52.82,57.17
18660,60.27,57.17,54.06,52.82,57.17,57.79
18661,57.17,54.06,52.82,57.17,57.79,52.2
18662,54.06,52.82,57.17,57.79,52.2,54.06
18663,52.82,57.17,57.79,52.2,54.06,49.71
18664,57.17,57.79,52.2,54.06,49.71,52.2
18665,57.79,52.2,54.06,49.71,52.2,52.2
18666,52.2,54.06,49.71,52.2,52.2,50.95
18667,54.06,49.71,52.2,52.2,50.95,44.74
18668,49.71,52.2,52.2,50.95,44.74,34.18
18669,52.2,52.2,50.95,44.74,34.18,26.1
18670,52.2,50.95,44.74,34.18,26.1,19.88
18671,50.95,44.74,34.18,26.1,19.88,16.16
18672,44.74,34.18,26.1,19.88,16.16,14.29
18673,34.18,26.1,19.88,16.16,14.29,14.29
18674,26.1,19.88,16.16,14.29,14.29,13.05
18675,19.88,16.16,14.29,14.29,13.05,14.29
18676,16.16,14.29,14.29,13.05,14.29,18.02
18677,14.29,14.29,13.05,14.29,18.02,21.75
18678,14.29,13.05,14.29,18.02,21.75,29.2
18679,13.05,14.29,18.02,21.75,29.2,27.96
18680,14.29,18.02,21.75,29.2,27.96,24.85
18681,18.02,21.75,29.2,27.96,24.85,24.23
18682,21.75,29.2,27.96,24.85,24.23,26.1
18683,29.2,27.96,24.85,24.23,26.1,21.75
18684,27.96,24.85,24.23,26.1,21.75,24.23
18685,24.85,24.23,26.1,21.75,24.23,27.96
18686,24.23,26.1,21.75,24.23,27.96,31.07
18687,26.1,21.75,24.23,27.96,31.07,34.8
18688,21.75,24.23,27.96,31.07,34.8,27.96
18689,24.23,27.96,31.07,34.8,27.96,21.75
18690,27.96,31.07,34.8,27.96,21.75,24.23
18691,31.07,34.8,27.96,21.75,24.23,41.01
18692,34.8,27.96,21.75,24.23,41.01,55.3
18693,27.96,21.75,24.23,41.01,55.3,55.3
18694,21.75,24.23,41.01,55.3,55.3,49.71
18695,24.23,41.01,55.3,55.3,49.71,57.79
18696,41.01,55.3,55.3,49.71,57.79,55.92
18697,55.3,55.3,49.71,57.79,55.92,54.06
18698,55.3,49.71,57.79,55.92,54.06,57.79
18699,49.71,57.79,55.92,54.06,57.79,54.06
18700,57.79,55.92,54.06,57.79,54.06,54.06
18701,55.92,54.06,57.79,54.06,54.06,57.79
18702,54.06,57.79,54.06,54.06,57.79,55.3
18703,57.79,54.06,54.06,57.79,55.3,55.92
18704,54.06,54.06,57.79,55.3,55.92,55.3
18705,54.06,57.79,55.3,55.92,55.3,59.03
18706,57.79,55.3,55.92,55.3,59.03,57.17
18707,55.3,55.92,55.3,59.03,57.17,55.3
18708,55.92,55.3,59.03,57.17,55.3,55.3
18709,55.3,59.03,57.17,55.3,55.3,55.92
18710,59.03,57.17,55.3,55.3,55.92,57.17
18711,57.17,55.3,55.3,55.92,57.17,55.3
18712,55.3,55.3,55.92,57.17,55.3,55.92
18713,55.3,55.92,57.17,55.3,55.92,57.17
18714,55.92,57.17,55.3,55.92,57.17,59.03
18715,57.17,55.3,55.92,57.17,59.03,55.92
18716,55.3,55.92,57.17,59.03,55.92,55.3
18717,55.92,57.17,59.03,55.92,55.3,57.17
18718,57.17,59.03,55.92,55.3,57.17,57.17
18719,59.03,55.92,55.3,57.17,57.17,62.14
18720,55.92,55.3,57.17,57.17,62.14,55.92
18721,55.3,57.17,57.17,62.14,55.92,59.03
18722,57.17,57.17,62.14,55.92,59.03,55.3
18723,57.17,62.14,55.92,59.03,55.3,55.3
18724,62.14,55.92,59.03,55.3,55.3,57.79
18725,55.92,59.03,55.3,55.3,57.79,55.3
18726,59.03,55.3,55.3,57.79,55.3,55.92
18727,55.3,55.3,57.79,55.3,55.92,55.3
18728,55.3,57.79,55.3,55.92,55.3,65.24
18729,57.79,55.3,55.92,55.3,65.24,49.71
18730,55.3,55.92,55.3,65.24,49.71,55.92
18731,55.92,55.3,65.24,49.71,55.92,47.85
18732,55.3,65.24,49.71,55.92,47.85,55.92
18733,65.24,49.71,55.92,47.85,55.92,57.17
18734,49.71,55.92,47.85,55.92,57.17,59.03
18735,55.92,47.85,55.92,57.17,59.03,55.92
18736,47.85,55.92,57.17,59.03,55.92,54.06
18737,55.92,57.17,59.03,55.92,54.06,57.17
18738,57.17,59.03,55.92,54.06,57.17,55.92
18739,59.03,55.92,54.06,57.17,55.92,55.3
18740,55.92,54.06,57.17,55.92,55.3,55.92
18741,54.06,57.17,55.92,55.3,55.92,52.82
18742,57.17,55.92,55.3,55.92,52.82,52.82
18743,55.92,55.3,55.92,52.82,52.82,52.82
18744,55.3,55.92,52.82,52.82,52.82,52.82
18745,55.92,52.82,52.82,52.82,52.82,52.82
18746,52.82,52.82,52.82,52.82,52.82,52.82
18747,52.82,52.82,52.82,52.82,52.82,52.82
18748,52.82,52.82,52.82,52.82,52.82,52.82
18749,52.82,52.82,52.82,52.82,52.82,22.99
18750,52.82,52.82,52.82,52.82,22.99,29.2
18751,52.82,52.82,52.82,22.99,29.2,22.99
18752,52.82,52.82,22.99,29.2,22.99,19.88
18753,52.82,22.99,29.2,22.99,19.88,19.26
18754,22.99,29.2,22.99,19.88,19.26,21.13
18755,29.2,22.99,19.88,19.26,21.13,26.1
18756,22.99,19.88,19.26,21.13,26.1,32.93
18757,19.88,19.26,21.13,26.1,32.93,29.2
18758,19.26,21.13,26.1,32.93,29.2,26.72
18759,21.13,26.1,32.93,29.2,26.72,21.75
18760,26.1,32.93,29.2,26.72,21.75,21.75
18761,32.93,29.2,26.72,21.75,21.75,24.23
18762,29.2,26.72,21.75,21.75,24.23,24.85
18763,26.72,21.75,21.75,24.23,24.85,24.85
18764,21.75,21.75,24.23,24.85,24.85,26.1
18765,21.75,24.23,24.85,24.85,26.1,22.99
18766,24.23,24.85,24.85,26.1,22.99,24.23
18767,24.85,24.85,26.1,22.99,24.23,26.1
18768,24.85,26.1,22.99,24.23,26.1,26.72
18769,26.1,22.99,24.23,26.1,26.72,26.72
18770,22.99,24.23,26.1,26.72,26.72,24.85
18771,24.23,26.1,26.72,26.72,24.85,22.99
18772,26.1,26.72,26.72,24.85,22.99,24.23
18773,26.72,26.72,24.85,22.99,24.23,26.1
18774,26.72,24.85,22.99,24.23,26.1,24.23
18775,24.85,22.99,24.23,26.1,24.23,21.13
18776,22.99,24.23,26.1,24.23,21.13,21.75
18777,24.23,26.1,24.23,21.13,21.75,21.75
18778,26.1,24.23,21.13,21.75,21.75,24.23
18779,24.23,21.13,21.75,21.75,24.23,24.23
18780,21.13,21.75,21.75,24.23,24.23,21.75
18781,21.75,21.75,24.23,24.23,21.75,22.99
18782,21.75,24.23,24.23,21.75,22.99,22.99
18783,24.23,24.23,21.75,22.99,22.99,24.23
18784,24.23,21.75,22.99,22.99,24.23,24.85
18785,21.75,22.99,22.99,24.23,24.85,26.72
18786,22.99,22.99,24.23,24.85,26.72,26.1
18787,22.99,24.23,24.85,26.72,26.1,24.85
18788,24.23,24.85,26.72,26.1,24.85,24.23
18789,24.85,26.72,26.1,24.85,24.23,24.23
18790,26.72,26.1,24.85,24.23,24.23,24.85
18791,26.1,24.85,24.23,24.23,24.85,21.75
18792,24.85,24.23,24.23,24.85,21.75,21.75
18793,24.23,24.23,24.85,21.75,21.75,21.75
18794,24.23,24.85,21.75,21.75,21.75,21.75
18795,24.85,21.75,21.75,21.75,21.75,21.75
18796,21.75,21.75,21.75,21.75,21.75,21.75
18797,21.75,21.75,21.75,21.75,21.75,21.75
18798,21.75,21.75,21.75,21.75,21.75,26.1
18799,21.75,21.75,21.75,21.75,26.1,26.1
18800,21.75,21.75,21.75,26.1,26.1,24.85
18801,21.75,21.75,26.1,26.1,24.85,26.1
18802,21.75,26.1,26.1,24.85,26.1,24.85
18803,26.1,26.1,24.85,26.1,24.85,24.23
18804,26.1,24.85,26.1,24.85,24.23,22.99
18805,24.85,26.1,24.85,24.23,22.99,21.75
18806,26.1,24.85,24.23,22.99,21.75,24.23
18807,24.85,24.23,22.99,21.75,24.23,29.2
18808,24.23,22.99,21.75,24.23,29.2,34.18
18809,22.99,21.75,24.23,29.2,34.18,34.18
18810,21.75,24.23,29.2,34.18,34.18,34.18
18811,24.23,29.2,34.18,34.18,34.18,34.18
18812,29.2,34.18,34.18,34.18,34.18,34.18
18813,34.18,34.18,34.18,34.18,34.18,42.25
18814,34.18,34.18,34.18,34.18,42.25,36.04
18815,34.18,34.18,34.18,42.25,36.04,41.01
18816,34.18,34.18,42.25,36.04,41.01,41.01
18817,34.18,42.25,36.04,41.01,41.01,39.77
18818,42.25,36.04,41.01,41.01,39.77,45.98
18819,36.04,41.01,41.01,39.77,45.98,47.22
18820,41.01,41.01,39.77,45.98,47.22,47.85
18821,41.01,39.77,45.98,47.22,47.85,49.71
18822,39.77,45.98,47.22,47.85,49.71,50.95
18823,45.98,47.22,47.85,49.71,50.95,49.71
18824,47.22,47.85,49.71,50.95,49.71,47.85
18825,47.85,49.71,50.95,49.71,47.85,42.25
18826,49.71,50.95,49.71,47.85,42.25,52.82
18827,50.95,49.71,47.85,42.25,52.82,52.2
18828,49.71,47.85,42.25,52.82,52.2,54.06
18829,47.85,42.25,52.82,52.2,54.06,55.3
18830,42.25,52.82,52.2,54.06,55.3,54.06
18831,52.82,52.2,54.06,55.3,54.06,54.06
18832,52.2,54.06,55.3,54.06,54.06,52.2
18833,54.06,55.3,54.06,54.06,52.2,54.06
18834,55.3,54.06,54.06,52.2,54.06,54.06
18835,54.06,54.06,52.2,54.06,54.06,50.95
18836,54.06,52.2,54.06,54.06,50.95,54.06
18837,52.2,54.06,54.06,50.95,54.06,52.82
18838,54.06,54.06,50.95,54.06,52.82,52.2
18839,54.06,50.95,54.06,52.82,52.2,55.3
18840,50.95,54.06,52.82,52.2,55.3,54.06
18841,54.06,52.82,52.2,55.3,54.06,57.17
18842,52.82,52.2,55.3,54.06,57.17,55.92
18843,52.2,55.3,54.06,57.17,55.92,57.79
18844,55.3,54.06,57.17,55.92,57.79,54.06
18845,54.06,57.17,55.92,57.79,54.06,57.79
18846,57.17,55.92,57.79,54.06,57.79,55.92
18847,55.92,57.79,54.06,57.79,55.92,55.92
18848,57.79,54.06,57.79,55.92,55.92,55.3
18849,54.06,57.79,55.92,55.92,55.3,54.06
18850,57.79,55.92,55.92,55.3,54.06,52.2
18851,55.92,55.92,55.3,54.06,52.2,55.92
18852,55.92,55.3,54.06,52.2,55.92,54.06
18853,55.3,54.06,52.2,55.92,54.06,52.2
18854,54.06,52.2,55.92,54.06,52.2,55.3
18855,52.2,55.92,54.06,52.2,55.3,59.03
18856,55.92,54.06,52.2,55.3,59.03,59.03
18857,54.06,52.2,55.3,59.03,59.03,55.3
18858,52.2,55.3,59.03,59.03,55.3,57.79
18859,55.3,59.03,59.03,55.3,57.79,55.92
18860,59.03,59.03,55.3,57.79,55.92,59.03
18861,59.03,55.3,57.79,55.92,59.03,57.17
18862,55.3,57.79,55.92,59.03,57.17,59.03
18863,57.79,55.92,59.03,57.17,59.03,57.17
18864,55.92,59.03,57.17,59.03,57.17,57.79
18865,59.03,57.17,59.03,57.17,57.79,57.79
18866,57.17,59.03,57.17,57.79,57.79,59.03
18867,59.03,57.17,57.79,57.79,59.03,55.92
18868,57.17,57.79,57.79,59.03,55.92,54.06
18869,57.79,57.79,59.03,55.92,54.06,57.17
18870,57.79,59.03,55.92,54.06,57.17,60.27
18871,59.03,55.92,54.06,57.17,60.27,57.79
18872,55.92,54.06,57.17,60.27,57.79,60.27
18873,54.06,57.17,60.27,57.79,60.27,59.03
18874,57.17,60.27,57.79,60.27,59.03,55.92
18875,60.27,57.79,60.27,59.03,55.92,59.03
18876,57.79,60.27,59.03,55.92,59.03,57.79
18877,60.27,59.03,55.92,59.03,57.79,62.14
18878,59.03,55.92,59.03,57.79,62.14,60.89
18879,55.92,59.03,57.79,62.14,60.89,59.03
18880,59.03,57.79,62.14,60.89,59.03,60.27
18881,57.79,62.14,60.89,59.03,60.27,62.14
18882,62.14,60.89,59.03,60.27,62.14,62.76
18883,60.89,59.03,60.27,62.14,62.76,59.03
18884,59.03,60.27,62.14,62.76,59.03,57.17
18885,60.27,62.14,62.76,59.03,57.17,59.03
18886,62.14,62.76,59.03,57.17,59.03,62.14
18887,62.76,59.03,57.17,59.03,62.14,59.03
18888,59.03,57.17,59.03,62.14,59.03,57.17
18889,57.17,59.03,62.14,59.03,57.17,57.79
18890,59.03,62.14,59.03,57.17,57.79,60.89
18891,62.14,59.03,57.17,57.79,60.89,60.27
18892,59.03,57.17,57.79,60.89,60.27,60.89
18893,57.17,57.79,60.89,60.27,60.89,60.27
18894,57.79,60.89,60.27,60.89,60.27,60.27
18895,60.89,60.27,60.89,60.27,60.27,62.76
18896,60.27,60.89,60.27,60.27,62.76,60.89
18897,60.89,60.27,60.27,62.76,60.89,60.27
18898,60.27,60.27,62.76,60.89,60.27,60.89
18899,60.27,62.76,60.89,60.27,60.89,60.27
18900,62.76,60.89,60.27,60.89,60.27,60.27
18901,60.89,60.27,60.89,60.27,60.27,60.89
18902,60.27,60.89,60.27,60.27,60.89,60.27
18903,60.89,60.27,60.27,60.89,60.27,59.03
18904,60.27,60.27,60.89,60.27,59.03,60.27
18905,60.27,60.89,60.27,59.03,60.27,62.14
18906,60.89,60.27,59.03,60.27,62.14,62.76
18907,60.27,59.03,60.27,62.14,62.76,65.24
18908,59.03,60.27,62.14,62.76,65.24,60.89
18909,60.27,62.14,62.76,65.24,60.89,57.17
18910,62.14,62.76,65.24,60.89,57.17,57.17
18911,62.76,65.24,60.89,57.17,57.17,55.92
18912,65.24,60.89,57.17,57.17,55.92,59.03
18913,60.89,57.17,57.17,55.92,59.03,57.79
18914,57.17,57.17,55.92,59.03,57.79,59.03
18915,57.17,55.92,59.03,57.79,59.03,59.03
18916,55.92,59.03,57.79,59.03,59.03,57.79
18917,59.03,57.79,59.03,59.03,57.79,57.17
18918,57.79,59.03,59.03,57.79,57.17,55.3
18919,59.03,59.03,57.79,57.17,55.3,55.92
18920,59.03,57.79,57.17,55.3,55.92,55.92
18921,57.79,57.17,55.3,55.92,55.92,60.27
18922,57.17,55.3,55.92,55.92,60.27,60.27
18923,55.3,55.92,55.92,60.27,60.27,60.27
18924,55.92,55.92,60.27,60.27,60.27,60.27
18925,55.92,60.27,60.27,60.27,60.27,60.27
18926,60.27,60.27,60.27,60.27,60.27,59.03
18927,60.27,60.27,60.27,60.27,59.03,59.03
18928,60.27,60.27,60.27,59.03,59.03,60.89
18929,60.27,60.27,59.03,59.03,60.89,62.76
18930,60.27,59.03,59.03,60.89,62.76,62.76
18931,59.03,59.03,60.89,62.76,62.76,62.14
18932,59.03,60.89,62.76,62.76,62.14,59.03
18933,60.89,62.76,62.76,62.14,59.03,60.89
18934,62.76,62.76,62.14,59.03,60.89,59.03
18935,62.76,62.14,59.03,60.89,59.03,59.03
18936,62.14,59.03,60.89,59.03,59.03,59.03
18937,59.03,60.89,59.03,59.03,59.03,60.27
18938,60.89,59.03,59.03,59.03,60.27,55.92
18939,59.03,59.03,59.03,60.27,55.92,62.14
18940,59.03,59.03,60.27,55.92,62.14,59.03
18941,59.03,60.27,55.92,62.14,59.03,60.27
18942,60.27,55.92,62.14,59.03,60.27,57.17
18943,55.92,62.14,59.03,60.27,57.17,57.79
18944,62.14,59.03,60.27,57.17,57.79,55.92
18945,59.03,60.27,57.17,57.79,55.92,57.79
18946,60.27,57.17,57.79,55.92,57.79,49.71
18947,57.17,57.79,55.92,57.79,49.71,55.92
18948,57.79,55.92,57.79,49.71,55.92,57.17
18949,55.92,57.79,49.71,55.92,57.17,47.85
18950,57.79,49.71,55.92,57.17,47.85,47.85
18951,49.71,55.92,57.17,47.85,47.85,49.09
18952,55.92,57.17,47.85,47.85,49.09,49.09
18953,57.17,47.85,47.85,49.09,49.09,49.71
18954,47.85,47.85,49.09,49.09,49.71,47.85
18955,47.85,49.09,49.09,49.71,47.85,45.98
18956,49.09,49.09,49.71,47.85,45.98,45.98
18957,49.09,49.71,47.85,45.98,45.98,39.77
18958,49.71,47.85,45.98,45.98,39.77,37.28
18959,47.85,45.98,45.98,39.77,37.28,26.72
18960,45.98,45.98,39.77,37.28,26.72,21.75
18961,45.98,39.77,37.28,26.72,21.75,19.88
18962,39.77,37.28,26.72,21.75,19.88,16.78
18963,37.28,26.72,21.75,19.88,16.78,14.29
18964,26.72,21.75,19.88,16.78,14.29,11.81
18965,21.75,19.88,16.78,14.29,11.81,13.05
18966,19.88,16.78,14.29,11.81,13.05,14.91
18967,16.78,14.29,11.81,13.05,14.91,19.26
18968,14.29,11.81,13.05,14.91,19.26,19.88
18969,11.81,13.05,14.91,19.26,19.88,19.26
18970,13.05,14.91,19.26,19.88,19.26,19.26
18971,14.91,19.26,19.88,19.26,19.26,22.99
18972,19.26,19.88,19.26,19.26,22.99,21.75
18973,19.88,19.26,19.26,22.99,21.75,19.88
18974,19.26,19.26,22.99,21.75,19.88,21.75
18975,19.26,22.99,21.75,19.88,21.75,19.88
18976,22.99,21.75,19.88,21.75,19.88,21.75
18977,21.75,19.88,21.75,19.88,21.75,29.2
18978,19.88,21.75,19.88,21.75,29.2,47.22
18979,21.75,19.88,21.75,29.2,47.22,55.92
18980,19.88,21.75,29.2,47.22,55.92,55.3
18981,21.75,29.2,47.22,55.92,55.3,52.2
18982,29.2,47.22,55.92,55.3,52.2,57.17
18983,47.22,55.92,55.3,52.2,57.17,52.2
18984,55.92,55.3,52.2,57.17,52.2,55.3
18985,55.3,52.2,57.17,52.2,55.3,52.82
18986,52.2,57.17,52.2,55.3,52.82,55.92
18987,57.17,52.2,55.3,52.82,55.92,55.92
18988,52.2,55.3,52.82,55.92,55.92,54.06
18989,55.3,52.82,55.92,55.92,54.06,55.92
18990,52.82,55.92,55.92,54.06,55.92,55.92
18991,55.92,55.92,54.06,55.92,55.92,57.17
18992,55.92,54.06,55.92,55.92,57.17,55.92
18993,54.06,55.92,55.92,57.17,55.92,55.3
18994,55.92,55.92,57.17,55.92,55.3,55.92
18995,55.92,57.17,55.92,55.3,55.92,59.03
18996,57.17,55.92,55.3,55.92,59.03,54.06
18997,55.92,55.3,55.92,59.03,54.06,52.2
18998,55.3,55.92,59.03,54.06,52.2,55.92
18999,55.92,59.03,54.06,52.2,55.92,55.92
19000,59.03,54.06,52.2,55.92,55.92,60.27
19001,54.06,52.2,55.92,55.92,60.27,57.79
19002,52.2,55.92,55.92,60.27,57.79,57.17
19003,55.92,55.92,60.27,57.79,57.17,57.17
19004,55.92,60.27,57.79,57.17,57.17,57.79
19005,60.27,57.79,57.17,57.17,57.79,44.12
19006,57.79,57.17,57.17,57.79,44.12,54.06
19007,57.17,57.17,57.79,44.12,54.06,57.17
19008,57.17,57.79,44.12,54.06,57.17,55.92
19009,57.79,44.12,54.06,57.17,55.92,57.79
19010,44.12,54.06,57.17,55.92,57.79,55.92
19011,54.06,57.17,55.92,57.79,55.92,52.2
19012,57.17,55.92,57.79,55.92,52.2,55.3
19013,55.92,57.79,55.92,52.2,55.3,55.3
19014,57.79,55.92,52.2,55.3,55.3,57.17
