,t-5,t-4,t-3,t-2,t-1,target
29183,59.03,57.79,60.27,57.17,62.14,60.27
29184,57.79,60.27,57.17,62.14,60.27,55.92
29185,60.27,57.17,62.14,60.27,55.92,60.27
29186,57.17,62.14,60.27,55.92,60.27,57.17
29187,62.14,60.27,55.92,60.27,57.17,54.06
29188,60.27,55.92,60.27,57.17,54.06,55.3
29189,55.92,60.27,57.17,54.06,55.3,57.17
29190,60.27,57.17,54.06,55.3,57.17,55.92
29191,57.17,54.06,55.3,57.17,55.92,57.79
29192,54.06,55.3,57.17,55.92,57.79,55.92
29193,55.3,57.17,55.92,57.79,55.92,54.06
29194,57.17,55.92,57.79,55.92,54.06,60.27
29195,55.92,57.79,55.92,54.06,60.27,59.03
29196,57.79,55.92,54.06,60.27,59.03,57.79
29197,55.92,54.06,60.27,59.03,57.79,60.27
29198,54.06,60.27,59.03,57.79,60.27,59.03
29199,60.27,59.03,57.79,60.27,59.03,57.79
29200,59.03,57.79,60.27,59.03,57.79,60.89
29201,57.79,60.27,59.03,57.79,60.89,60.27
29202,60.27,59.03,57.79,60.89,60.27,57.17
29203,59.03,57.79,60.89,60.27,57.17,62.14
29204,57.79,60.89,60.27,57.17,62.14,57.79
29205,60.89,60.27,57.17,62.14,57.79,57.79
29206,60.27,57.17,62.14,57.79,57.79,57.79
29207,57.17,62.14,57.79,57.79,57.79,57.17
29208,62.14,57.79,57.79,57.79,57.17,55.92
29209,57.79,57.79,57.79,57.17,55.92,60.27
29210,57.79,57.79,57.17,55.92,60.27,62.14
29211,57.79,57.17,55.92,60.27,62.14,59.03
29212,57.17,55.92,60.27,62.14,59.03,57.79
29213,55.92,60.27,62.14,59.03,57.79,60.27
29214,60.27,62.14,59.03,57.79,60.27,57.79
29215,62.14,59.03,57.79,60.27,57.79,60.27
29216,59.03,57.79,60.27,57.79,60.27,57.79
29217,57.79,60.27,57.79,60.27,57.79,57.17
29218,60.27,57.79,60.27,57.79,57.17,60.27
29219,57.79,60.27,57.79,57.17,60.27,60.27
29220,60.27,57.79,57.17,60.27,60.27,57.79
29221,57.79,57.17,60.27,60.27,57.79,57.79
29222,57.17,60.27,60.27,57.79,57.79,55.92
29223,60.27,60.27,57.79,57.79,55.92,60.27
29224,60.27,57.79,57.79,55.92,60.27,59.03
29225,57.79,57.79,55.92,60.27,59.03,57.17
29226,57.79,55.92,60.27,59.03,57.17,55.92
29227,55.92,60.27,59.03,57.17,55.92,60.27
29228,60.27,59.03,57.17,55.92,60.27,57.17
29229,59.03,57.17,55.92,60.27,57.17,59.03
29230,57.17,55.92,60.27,57.17,59.03,55.92
29231,55.92,60.27,57.17,59.03,55.92,60.27
29232,60.27,57.17,59.03,55.92,60.27,59.03
29233,57.17,59.03,55.92,60.27,59.03,60.89
29234,59.03,55.92,60.27,59.03,60.89,60.27
29235,55.92,60.27,59.03,60.89,60.27,59.03
29236,60.27,59.03,60.89,60.27,59.03,57.17
29237,59.03,60.89,60.27,59.03,57.17,60.27
29238,60.89,60.27,59.03,57.17,60.27,59.03
29239,60.27,59.03,57.17,60.27,59.03,60.27
29240,59.03,57.17,60.27,59.03,60.27,57.79
29241,57.17,60.27,59.03,60.27,57.79,60.27
29242,60.27,59.03,60.27,57.79,60.27,60.27
29243,59.03,60.27,57.79,60.27,60.27,55.92
29244,60.27,57.79,60.27,60.27,55.92,59.03
29245,57.79,60.27,60.27,55.92,59.03,59.03
29246,60.27,60.27,55.92,59.03,59.03,59.03
29247,60.27,55.92,59.03,59.03,59.03,57.79
29248,55.92,59.03,59.03,59.03,57.79,60.27
29249,59.03,59.03,59.03,57.79,60.27,60.27
29250,59.03,59.03,57.79,60.27,60.27,60.27
29251,59.03,57.79,60.27,60.27,60.27,57.17
29252,57.79,60.27,60.27,60.27,57.17,60.27
29253,60.27,60.27,60.27,57.17,60.27,60.27
29254,60.27,60.27,57.17,60.27,60.27,60.89
29255,60.27,57.17,60.27,60.27,60.89,59.03
29256,57.17,60.27,60.27,60.89,59.03,60.27
29257,60.27,60.27,60.89,59.03,60.27,60.27
29258,60.27,60.89,59.03,60.27,60.27,60.89
29259,60.89,59.03,60.27,60.27,60.89,60.89
29260,59.03,60.27,60.27,60.89,60.89,60.89
29261,60.27,60.27,60.89,60.89,60.89,60.89
29262,60.27,60.89,60.89,60.89,60.89,60.89
29263,60.89,60.89,60.89,60.89,60.89,60.89
29264,60.89,60.89,60.89,60.89,60.89,60.89
29265,60.89,60.89,60.89,60.89,60.89,60.89
29266,60.89,60.89,60.89,60.89,60.89,60.89
29267,60.89,60.89,60.89,60.89,60.89,60.89
29268,60.89,60.89,60.89,60.89,60.89,60.89
29269,60.89,60.89,60.89,60.89,60.89,60.89
29270,60.89,60.89,60.89,60.89,60.89,60.89
29271,60.89,60.89,60.89,60.89,60.89,60.89
29272,60.89,60.89,60.89,60.89,60.89,60.89
29273,60.89,60.89,60.89,60.89,60.89,60.89
29274,60.89,60.89,60.89,60.89,60.89,60.89
29275,60.89,60.89,60.89,60.89,60.89,60.89
29276,60.89,60.89,60.89,60.89,60.89,60.89
29277,60.89,60.89,60.89,60.89,60.89,60.89
29278,60.89,60.89,60.89,60.89,60.89,60.89
29279,60.89,60.89,60.89,60.89,60.89,60.89
29280,60.89,60.89,60.89,60.89,60.89,60.89
29281,60.89,60.89,60.89,60.89,60.89,60.89
29282,60.89,60.89,60.89,60.89,60.89,60.89
29283,60.89,60.89,60.89,60.89,60.89,60.89
29284,60.89,60.89,60.89,60.89,60.89,60.89
29285,60.89,60.89,60.89,60.89,60.89,60.89
29286,60.89,60.89,60.89,60.89,60.89,60.89
29287,60.89,60.89,60.89,60.89,60.89,60.89
29288,60.89,60.89,60.89,60.89,60.89,60.89
29289,60.89,60.89,60.89,60.89,60.89,60.89
29290,60.89,60.89,60.89,60.89,60.89,60.89
29291,60.89,60.89,60.89,60.89,60.89,60.89
29292,60.89,60.89,60.89,60.89,60.89,60.89
29293,60.89,60.89,60.89,60.89,60.89,60.89
29294,60.89,60.89,60.89,60.89,60.89,60.89
29295,60.89,60.89,60.89,60.89,60.89,60.89
29296,60.89,60.89,60.89,60.89,60.89,60.89
29297,60.89,60.89,60.89,60.89,60.89,60.89
29298,60.89,60.89,60.89,60.89,60.89,60.89
29299,60.89,60.89,60.89,60.89,60.89,60.89
29300,60.89,60.89,60.89,60.89,60.89,60.89
29301,60.89,60.89,60.89,60.89,60.89,60.89
29302,60.89,60.89,60.89,60.89,60.89,60.89
29303,60.89,60.89,60.89,60.89,60.89,60.89
29304,60.89,60.89,60.89,60.89,60.89,60.89
29305,60.89,60.89,60.89,60.89,60.89,60.89
29306,60.89,60.89,60.89,60.89,60.89,60.89
29307,60.89,60.89,60.89,60.89,60.89,60.89
29308,60.89,60.89,60.89,60.89,60.89,60.89
29309,60.89,60.89,60.89,60.89,60.89,60.89
29310,60.89,60.89,60.89,60.89,60.89,60.89
29311,60.89,60.89,60.89,60.89,60.89,60.89
29312,60.89,60.89,60.89,60.89,60.89,60.89
29313,60.89,60.89,60.89,60.89,60.89,60.89
29314,60.89,60.89,60.89,60.89,60.89,60.89
29315,60.89,60.89,60.89,60.89,60.89,60.89
29316,60.89,60.89,60.89,60.89,60.89,60.89
29317,60.89,60.89,60.89,60.89,60.89,60.89
29318,60.89,60.89,60.89,60.89,60.89,60.89
29319,60.89,60.89,60.89,60.89,60.89,60.89
29320,60.89,60.89,60.89,60.89,60.89,54.06
29321,60.89,60.89,60.89,60.89,54.06,60.89
29322,60.89,60.89,60.89,54.06,60.89,60.89
29323,60.89,60.89,54.06,60.89,60.89,60.89
29324,60.89,54.06,60.89,60.89,60.89,62.14
29325,54.06,60.89,60.89,60.89,62.14,60.27
29326,60.89,60.89,60.89,62.14,60.27,57.17
29327,60.89,60.89,62.14,60.27,57.17,62.14
29328,60.89,62.14,60.27,57.17,62.14,62.14
29329,62.14,60.27,57.17,62.14,62.14,62.14
29330,60.27,57.17,62.14,62.14,62.14,59.03
29331,57.17,62.14,62.14,62.14,59.03,57.17
29332,62.14,62.14,62.14,59.03,57.17,62.76
29333,62.14,62.14,59.03,57.17,62.76,60.27
29334,62.14,59.03,57.17,62.76,60.27,59.03
29335,59.03,57.17,62.76,60.27,59.03,64.0
29336,57.17,62.76,60.27,59.03,64.0,60.89
29337,62.76,60.27,59.03,64.0,60.89,64.0
29338,60.27,59.03,64.0,60.89,64.0,60.89
29339,59.03,64.0,60.89,64.0,60.89,60.89
29340,64.0,60.89,64.0,60.89,60.89,24.23
29341,60.89,64.0,60.89,60.89,24.23,62.14
29342,64.0,60.89,60.89,24.23,62.14,62.14
29343,60.89,60.89,24.23,62.14,62.14,64.0
29344,60.89,24.23,62.14,62.14,64.0,62.76
29345,24.23,62.14,62.14,64.0,62.76,62.76
29346,62.14,62.14,64.0,62.76,62.76,59.03
29347,62.14,64.0,62.76,62.76,59.03,62.14
29348,64.0,62.76,62.76,59.03,62.14,60.27
29349,62.76,62.76,59.03,62.14,60.27,62.76
29350,62.76,59.03,62.14,60.27,62.76,62.76
29351,59.03,62.14,60.27,62.76,62.76,62.14
29352,62.14,60.27,62.76,62.76,62.14,60.27
29353,60.27,62.76,62.76,62.14,60.27,60.27
29354,62.76,62.76,62.14,60.27,60.27,59.03
29355,62.76,62.14,60.27,60.27,59.03,57.79
29356,62.14,60.27,60.27,59.03,57.79,57.17
29357,60.27,60.27,59.03,57.79,57.17,60.27
29358,60.27,59.03,57.79,57.17,60.27,57.17
29359,59.03,57.79,57.17,60.27,57.17,55.92
29360,57.79,57.17,60.27,57.17,55.92,57.79
29361,57.17,60.27,57.17,55.92,57.79,59.03
29362,60.27,57.17,55.92,57.79,59.03,55.92
29363,57.17,55.92,57.79,59.03,55.92,57.17
29364,55.92,57.79,59.03,55.92,57.17,59.03
29365,57.79,59.03,55.92,57.17,59.03,57.17
29366,59.03,55.92,57.17,59.03,57.17,54.06
29367,55.92,57.17,59.03,57.17,54.06,57.17
29368,57.17,59.03,57.17,54.06,57.17,57.79
29369,59.03,57.17,54.06,57.17,57.79,52.2
29370,57.17,54.06,57.17,57.79,52.2,57.79
29371,54.06,57.17,57.79,52.2,57.79,55.3
29372,57.17,57.79,52.2,57.79,55.3,55.92
29373,57.79,52.2,57.79,55.3,55.92,55.92
29374,52.2,57.79,55.3,55.92,55.92,57.17
29375,57.79,55.3,55.92,55.92,57.17,60.27
29376,55.3,55.92,55.92,57.17,60.27,59.03
29377,55.92,55.92,57.17,60.27,59.03,60.89
29378,55.92,57.17,60.27,59.03,60.89,57.17
29379,57.17,60.27,59.03,60.89,57.17,55.3
29380,60.27,59.03,60.89,57.17,55.3,60.27
29381,59.03,60.89,57.17,55.3,60.27,60.27
29382,60.89,57.17,55.3,60.27,60.27,60.27
29383,57.17,55.3,60.27,60.27,60.27,59.03
29384,55.3,60.27,60.27,60.27,59.03,59.03
29385,60.27,60.27,60.27,59.03,59.03,62.14
29386,60.27,60.27,59.03,59.03,62.14,59.03
29387,60.27,59.03,59.03,62.14,59.03,57.79
29388,59.03,59.03,62.14,59.03,57.79,60.27
29389,59.03,62.14,59.03,57.79,60.27,60.89
29390,62.14,59.03,57.79,60.27,60.89,60.89
29391,59.03,57.79,60.27,60.89,60.89,55.92
29392,57.79,60.27,60.89,60.89,55.92,60.27
29393,60.27,60.89,60.89,55.92,60.27,59.03
29394,60.89,60.89,55.92,60.27,59.03,60.27
29395,60.89,55.92,60.27,59.03,60.27,59.03
29396,55.92,60.27,59.03,60.27,59.03,60.27
29397,60.27,59.03,60.27,59.03,60.27,55.3
29398,59.03,60.27,59.03,60.27,55.3,60.27
29399,60.27,59.03,60.27,55.3,60.27,57.17
29400,59.03,60.27,55.3,60.27,57.17,62.14
29401,60.27,55.3,60.27,57.17,62.14,60.27
29402,55.3,60.27,57.17,62.14,60.27,57.17
29403,60.27,57.17,62.14,60.27,57.17,57.17
29404,57.17,62.14,60.27,57.17,57.17,11.18
29405,62.14,60.27,57.17,57.17,11.18,19.88
29406,60.27,57.17,57.17,11.18,19.88,36.04
29407,57.17,57.17,11.18,19.88,36.04,41.01
29408,57.17,11.18,19.88,36.04,41.01,57.79
29409,11.18,19.88,36.04,41.01,57.79,62.14
29410,19.88,36.04,41.01,57.79,62.14,62.14
29411,36.04,41.01,57.79,62.14,62.14,60.27
29412,41.01,57.79,62.14,62.14,60.27,59.03
29413,57.79,62.14,62.14,60.27,59.03,62.14
29414,62.14,62.14,60.27,59.03,62.14,60.27
29415,62.14,60.27,59.03,62.14,60.27,60.27
29416,60.27,59.03,62.14,60.27,60.27,59.03
29417,59.03,62.14,60.27,60.27,59.03,60.27
29418,62.14,60.27,60.27,59.03,60.27,62.14
29419,60.27,60.27,59.03,60.27,62.14,60.27
29420,60.27,59.03,60.27,62.14,60.27,57.79
29421,59.03,60.27,62.14,60.27,57.79,60.27
29422,60.27,62.14,60.27,57.79,60.27,60.27
29423,62.14,60.27,57.79,60.27,60.27,57.79
29424,60.27,57.79,60.27,60.27,57.79,57.79
29425,57.79,60.27,60.27,57.79,57.79,59.03
29426,60.27,60.27,57.79,57.79,59.03,62.14
29427,60.27,57.79,57.79,59.03,62.14,60.27
29428,57.79,57.79,59.03,62.14,60.27,60.27
29429,57.79,59.03,62.14,60.27,60.27,59.03
29430,59.03,62.14,60.27,60.27,59.03,60.89
29431,62.14,60.27,60.27,59.03,60.89,60.27
29432,60.27,60.27,59.03,60.89,60.27,60.27
29433,60.27,59.03,60.89,60.27,60.27,60.89
29434,59.03,60.89,60.27,60.27,60.89,60.27
29435,60.89,60.27,60.27,60.89,60.27,60.27
29436,60.27,60.27,60.89,60.27,60.27,62.14
29437,60.27,60.89,60.27,60.27,62.14,57.17
29438,60.89,60.27,60.27,62.14,57.17,60.27
29439,60.27,60.27,62.14,57.17,60.27,57.17
29440,60.27,62.14,57.17,60.27,57.17,59.03
29441,62.14,57.17,60.27,57.17,59.03,57.17
29442,57.17,60.27,57.17,59.03,57.17,55.92
29443,60.27,57.17,59.03,57.17,55.92,57.17
29444,57.17,59.03,57.17,55.92,57.17,60.27
29445,59.03,57.17,55.92,57.17,60.27,57.79
29446,57.17,55.92,57.17,60.27,57.79,55.3
29447,55.92,57.17,60.27,57.79,55.3,49.71
29448,57.17,60.27,57.79,55.3,49.71,57.79
29449,60.27,57.79,55.3,49.71,57.79,57.17
29450,57.79,55.3,49.71,57.79,57.17,55.3
29451,55.3,49.71,57.79,57.17,55.3,55.92
29452,49.71,57.79,57.17,55.3,55.92,54.06
29453,57.79,57.17,55.3,55.92,54.06,52.82
29454,57.17,55.3,55.92,54.06,52.82,54.06
29455,55.3,55.92,54.06,52.82,54.06,54.06
29456,55.92,54.06,52.82,54.06,54.06,57.17
29457,54.06,52.82,54.06,54.06,57.17,55.92
29458,52.82,54.06,54.06,57.17,55.92,59.03
29459,54.06,54.06,57.17,55.92,59.03,55.3
29460,54.06,57.17,55.92,59.03,55.3,57.17
29461,57.17,55.92,59.03,55.3,57.17,52.82
29462,55.92,59.03,55.3,57.17,52.82,50.95
29463,59.03,55.3,57.17,52.82,50.95,52.82
29464,55.3,57.17,52.82,50.95,52.82,55.3
29465,57.17,52.82,50.95,52.82,55.3,59.03
29466,52.82,50.95,52.82,55.3,59.03,54.06
29467,50.95,52.82,55.3,59.03,54.06,55.92
29468,52.82,55.3,59.03,54.06,55.92,55.3
29469,55.3,59.03,54.06,55.92,55.3,57.79
29470,59.03,54.06,55.92,55.3,57.79,59.03
29471,54.06,55.92,55.3,57.79,59.03,55.92
29472,55.92,55.3,57.79,59.03,55.92,55.92
29473,55.3,57.79,59.03,55.92,55.92,55.3
29474,57.79,59.03,55.92,55.92,55.3,55.92
29475,59.03,55.92,55.92,55.3,55.92,55.3
29476,55.92,55.92,55.3,55.92,55.3,57.17
29477,55.92,55.3,55.92,55.3,57.17,54.06
29478,55.3,55.92,55.3,57.17,54.06,44.12
29479,55.92,55.3,57.17,54.06,44.12,52.2
29480,55.3,57.17,54.06,44.12,52.2,57.79
29481,57.17,54.06,44.12,52.2,57.79,57.17
29482,54.06,44.12,52.2,57.79,57.17,55.3
29483,44.12,52.2,57.79,57.17,55.3,36.04
29484,52.2,57.79,57.17,55.3,36.04,31.07
29485,57.79,57.17,55.3,36.04,31.07,24.85
29486,57.17,55.3,36.04,31.07,24.85,22.99
29487,55.3,36.04,31.07,24.85,22.99,21.13
29488,36.04,31.07,24.85,22.99,21.13,19.88
29489,31.07,24.85,22.99,21.13,19.88,21.75
29490,24.85,22.99,21.13,19.88,21.75,21.13
29491,22.99,21.13,19.88,21.75,21.13,11.18
29492,21.13,19.88,21.75,21.13,11.18,14.29
29493,19.88,21.75,21.13,11.18,14.29,19.26
29494,21.75,21.13,11.18,14.29,19.26,29.83
29495,21.13,11.18,14.29,19.26,29.83,29.83
29496,11.18,14.29,19.26,29.83,29.83,24.85
29497,14.29,19.26,29.83,29.83,24.85,26.72
29498,19.26,29.83,29.83,24.85,26.72,37.9
29499,29.83,29.83,24.85,26.72,37.9,47.85
29500,29.83,24.85,26.72,37.9,47.85,55.92
29501,24.85,26.72,37.9,47.85,55.92,54.06
29502,26.72,37.9,47.85,55.92,54.06,57.79
29503,37.9,47.85,55.92,54.06,57.79,55.92
29504,47.85,55.92,54.06,57.79,55.92,55.92
29505,55.92,54.06,57.79,55.92,55.92,57.79
29506,54.06,57.79,55.92,55.92,57.79,57.17
29507,57.79,55.92,55.92,57.79,57.17,55.92
29508,55.92,55.92,57.79,57.17,55.92,55.92
29509,55.92,57.79,57.17,55.92,55.92,54.06
29510,57.79,57.17,55.92,55.92,54.06,55.3
29511,57.17,55.92,55.92,54.06,55.3,57.79
29512,55.92,55.92,54.06,55.3,57.79,57.79
29513,55.92,54.06,55.3,57.79,57.79,55.92
29514,54.06,55.3,57.79,57.79,55.92,57.17
29515,55.3,57.79,57.79,55.92,57.17,57.79
29516,57.79,57.79,55.92,57.17,57.79,59.03
29517,57.79,55.92,57.17,57.79,59.03,55.92
29518,55.92,57.17,57.79,59.03,55.92,57.17
29519,57.17,57.79,59.03,55.92,57.17,57.17
29520,57.79,59.03,55.92,57.17,57.17,55.3
29521,59.03,55.92,57.17,57.17,55.3,55.92
29522,55.92,57.17,57.17,55.3,55.92,55.92
29523,57.17,57.17,55.3,55.92,55.92,57.79
29524,57.17,55.3,55.92,55.92,57.79,57.17
29525,55.3,55.92,55.92,57.79,57.17,55.3
29526,55.92,55.92,57.79,57.17,55.3,55.3
29527,55.92,57.79,57.17,55.3,55.3,57.17
29528,57.79,57.17,55.3,55.3,57.17,60.27
29529,57.17,55.3,55.3,57.17,60.27,57.79
29530,55.3,55.3,57.17,60.27,57.79,59.03
29531,55.3,57.17,60.27,57.79,59.03,57.17
29532,57.17,60.27,57.79,59.03,57.17,59.03
29533,60.27,57.79,59.03,57.17,59.03,60.89
29534,57.79,59.03,57.17,59.03,60.89,60.27
29535,59.03,57.17,59.03,60.89,60.27,57.79
29536,57.17,59.03,60.89,60.27,57.79,59.03
29537,59.03,60.89,60.27,57.79,59.03,57.17
29538,60.89,60.27,57.79,59.03,57.17,59.03
29539,60.27,57.79,59.03,57.17,59.03,59.03
29540,57.79,59.03,57.17,59.03,59.03,62.76
29541,59.03,57.17,59.03,59.03,62.76,55.92
29542,57.17,59.03,59.03,62.76,55.92,60.27
29543,59.03,59.03,62.76,55.92,60.27,57.17
29544,59.03,62.76,55.92,60.27,57.17,60.27
29545,62.76,55.92,60.27,57.17,60.27,59.03
29546,55.92,60.27,57.17,60.27,59.03,57.17
29547,60.27,57.17,60.27,59.03,57.17,57.17
29548,57.17,60.27,59.03,57.17,57.17,62.14
29549,60.27,59.03,57.17,57.17,62.14,60.27
29550,59.03,57.17,57.17,62.14,60.27,57.79
29551,57.17,57.17,62.14,60.27,57.79,57.79
29552,57.17,62.14,60.27,57.79,57.79,60.89
29553,62.14,60.27,57.79,57.79,60.89,60.27
29554,60.27,57.79,57.79,60.89,60.27,60.89
29555,57.79,57.79,60.89,60.27,60.89,60.27
29556,57.79,60.89,60.27,60.89,60.27,60.27
29557,60.89,60.27,60.89,60.27,60.27,60.27
29558,60.27,60.89,60.27,60.27,60.27,60.89
29559,60.89,60.27,60.27,60.27,60.89,57.79
29560,60.27,60.27,60.27,60.89,57.79,60.89
29561,60.27,60.27,60.89,57.79,60.89,59.03
29562,60.27,60.89,57.79,60.89,59.03,62.14
29563,60.89,57.79,60.89,59.03,62.14,62.14
29564,57.79,60.89,59.03,62.14,62.14,57.17
29565,60.89,59.03,62.14,62.14,57.17,57.79
29566,59.03,62.14,62.14,57.17,57.79,62.76
29567,62.14,62.14,57.17,57.79,62.76,60.27
29568,62.14,57.17,57.79,62.76,60.27,60.27
29569,57.17,57.79,62.76,60.27,60.27,60.27
29570,57.79,62.76,60.27,60.27,60.27,60.27
29571,62.76,60.27,60.27,60.27,60.27,60.27
29572,60.27,60.27,60.27,60.27,60.27,62.76
29573,60.27,60.27,60.27,60.27,62.76,57.79
29574,60.27,60.27,60.27,62.76,57.79,60.89
29575,60.27,60.27,62.76,57.79,60.89,60.27
29576,60.27,62.76,57.79,60.89,60.27,60.89
29577,62.76,57.79,60.89,60.27,60.89,60.27
29578,57.79,60.89,60.27,60.89,60.27,60.89
29579,60.89,60.27,60.89,60.27,60.89,60.27
29580,60.27,60.89,60.27,60.89,60.27,59.03
29581,60.89,60.27,60.89,60.27,59.03,57.79
29582,60.27,60.89,60.27,59.03,57.79,59.03
29583,60.89,60.27,59.03,57.79,59.03,59.03
29584,60.27,59.03,57.79,59.03,59.03,60.27
29585,59.03,57.79,59.03,59.03,60.27,60.27
29586,57.79,59.03,59.03,60.27,60.27,60.27
29587,59.03,59.03,60.27,60.27,60.27,60.27
29588,59.03,60.27,60.27,60.27,60.27,57.79
29589,60.27,60.27,60.27,60.27,57.79,57.79
29590,60.27,60.27,60.27,57.79,57.79,55.92
29591,60.27,60.27,57.79,57.79,55.92,59.03
29592,60.27,57.79,57.79,55.92,59.03,62.14
29593,57.79,57.79,55.92,59.03,62.14,62.14
29594,57.79,55.92,59.03,62.14,62.14,60.27
29595,55.92,59.03,62.14,62.14,60.27,59.03
29596,59.03,62.14,62.14,60.27,59.03,60.27
29597,62.14,62.14,60.27,59.03,60.27,59.03
29598,62.14,60.27,59.03,60.27,59.03,60.27
29599,60.27,59.03,60.27,59.03,60.27,60.27
29600,59.03,60.27,59.03,60.27,60.27,59.03
29601,60.27,59.03,60.27,60.27,59.03,59.03
29602,59.03,60.27,60.27,59.03,59.03,55.92
29603,60.27,60.27,59.03,59.03,55.92,55.92
29604,60.27,59.03,59.03,55.92,55.92,59.03
29605,59.03,59.03,55.92,55.92,59.03,62.76
29606,59.03,55.92,55.92,59.03,62.76,60.27
29607,55.92,55.92,59.03,62.76,60.27,60.89
29608,55.92,59.03,62.76,60.27,60.89,59.03
29609,59.03,62.76,60.27,60.89,59.03,62.14
29610,62.76,60.27,60.89,59.03,62.14,62.14
29611,60.27,60.89,59.03,62.14,62.14,60.89
29612,60.89,59.03,62.14,62.14,60.89,62.76
29613,59.03,62.14,62.14,60.89,62.76,62.76
29614,62.14,62.14,60.89,62.76,62.76,60.27
29615,62.14,60.89,62.76,62.76,60.27,57.79
29616,60.89,62.76,62.76,60.27,57.79,55.3
29617,62.76,62.76,60.27,57.79,55.3,62.14
29618,62.76,60.27,57.79,55.3,62.14,62.14
29619,60.27,57.79,55.3,62.14,62.14,62.14
29620,57.79,55.3,62.14,62.14,62.14,60.89
29621,55.3,62.14,62.14,62.14,60.89,60.89
29622,62.14,62.14,62.14,60.89,60.89,64.0
29623,62.14,62.14,60.89,60.89,64.0,64.0
29624,62.14,60.89,60.89,64.0,64.0,60.89
29625,60.89,60.89,64.0,64.0,60.89,62.14
29626,60.89,64.0,64.0,60.89,62.14,62.76
29627,64.0,64.0,60.89,62.14,62.76,62.76
29628,64.0,60.89,62.14,62.76,62.76,62.14
29629,60.89,62.14,62.76,62.76,62.14,62.14
29630,62.14,62.76,62.76,62.14,62.14,62.14
29631,62.76,62.76,62.14,62.14,62.14,64.0
29632,62.76,62.14,62.14,62.14,64.0,64.0
29633,62.14,62.14,62.14,64.0,64.0,62.14
29634,62.14,62.14,64.0,64.0,62.14,64.0
29635,62.14,64.0,64.0,62.14,64.0,60.89
29636,64.0,64.0,62.14,64.0,60.89,60.89
29637,64.0,62.14,64.0,60.89,60.89,62.76
29638,62.14,64.0,60.89,60.89,62.76,64.0
29639,64.0,60.89,60.89,62.76,64.0,57.79
29640,60.89,60.89,62.76,64.0,57.79,62.76
29641,60.89,62.76,64.0,57.79,62.76,62.76
29642,62.76,64.0,57.79,62.76,62.76,62.14
29643,64.0,57.79,62.76,62.76,62.14,60.89
29644,57.79,62.76,62.76,62.14,60.89,62.14
29645,62.76,62.76,62.14,60.89,62.14,60.27
29646,62.76,62.14,60.89,62.14,60.27,64.0
29647,62.14,60.89,62.14,60.27,64.0,62.14
29648,60.89,62.14,60.27,64.0,62.14,62.14
29649,62.14,60.27,64.0,62.14,62.14,60.27
29650,60.27,64.0,62.14,62.14,60.27,62.14
29651,64.0,62.14,62.14,60.27,62.14,60.27
29652,62.14,62.14,60.27,62.14,60.27,62.14
29653,62.14,60.27,62.14,60.27,62.14,62.14
29654,60.27,62.14,60.27,62.14,62.14,60.89
29655,62.14,60.27,62.14,62.14,60.89,60.89
29656,60.27,62.14,62.14,60.89,60.89,62.76
29657,62.14,62.14,60.89,60.89,62.76,60.27
29658,62.14,60.89,60.89,62.76,60.27,59.03
29659,60.89,60.89,62.76,60.27,59.03,57.17
29660,60.89,62.76,60.27,59.03,57.17,62.76
29661,62.76,60.27,59.03,57.17,62.76,57.17
29662,60.27,59.03,57.17,62.76,57.17,55.92
29663,59.03,57.17,62.76,57.17,55.92,57.79
29664,57.17,62.76,57.17,55.92,57.79,59.03
29665,62.76,57.17,55.92,57.79,59.03,55.3
29666,57.17,55.92,57.79,59.03,55.3,55.3
29667,55.92,57.79,59.03,55.3,55.3,45.98
29668,57.79,59.03,55.3,55.3,45.98,57.79
29669,59.03,55.3,55.3,45.98,57.79,57.79
29670,55.3,55.3,45.98,57.79,57.79,55.92
29671,55.3,45.98,57.79,57.79,55.92,57.79
29672,45.98,57.79,57.79,55.92,57.79,55.92
29673,57.79,57.79,55.92,57.79,55.92,57.79
29674,57.79,55.92,57.79,55.92,57.79,59.03
29675,55.92,57.79,55.92,57.79,59.03,57.17
29676,57.79,55.92,57.79,59.03,57.17,59.03
29677,55.92,57.79,59.03,57.17,59.03,59.03
29678,57.79,59.03,57.17,59.03,59.03,57.79
29679,59.03,57.17,59.03,59.03,57.79,57.17
29680,57.17,59.03,59.03,57.79,57.17,55.92
29681,59.03,59.03,57.79,57.17,55.92,59.03
29682,59.03,57.79,57.17,55.92,59.03,55.92
29683,57.79,57.17,55.92,59.03,55.92,57.79
29684,57.17,55.92,59.03,55.92,57.79,55.92
29685,55.92,59.03,55.92,57.79,55.92,54.06
29686,59.03,55.92,57.79,55.92,54.06,59.03
29687,55.92,57.79,55.92,54.06,59.03,59.03
29688,57.79,55.92,54.06,59.03,59.03,64.0
29689,55.92,54.06,59.03,59.03,64.0,57.17
29690,54.06,59.03,59.03,64.0,57.17,57.79
29691,59.03,59.03,64.0,57.17,57.79,57.79
29692,59.03,64.0,57.17,57.79,57.79,55.92
29693,64.0,57.17,57.79,57.79,55.92,55.3
29694,57.17,57.79,57.79,55.92,55.3,57.79
29695,57.79,57.79,55.92,55.3,57.79,59.03
29696,57.79,55.92,55.3,57.79,59.03,54.06
29697,55.92,55.3,57.79,59.03,54.06,57.17
29698,55.3,57.79,59.03,54.06,57.17,60.27
29699,57.79,59.03,54.06,57.17,60.27,57.17
