,t-5,t-4,t-3,t-2,t-1,target
321,59.03,55.92,57.17,59.03,60.27,60.27
322,55.92,57.17,59.03,60.27,60.27,60.27
323,57.17,59.03,60.27,60.27,60.27,60.89
324,59.03,60.27,60.27,60.27,60.89,60.89
325,60.27,60.27,60.27,60.89,60.89,60.89
326,60.27,60.27,60.89,60.89,60.89,59.03
327,60.27,60.89,60.89,60.89,59.03,59.03
328,60.89,60.89,60.89,59.03,59.03,57.17
329,60.89,60.89,59.03,59.03,57.17,57.17
330,60.89,59.03,59.03,57.17,57.17,57.17
331,59.03,59.03,57.17,57.17,57.17,59.03
332,59.03,57.17,57.17,57.17,59.03,59.03
333,57.17,57.17,57.17,59.03,59.03,60.27
334,57.17,57.17,59.03,59.03,60.27,60.27
335,57.17,59.03,59.03,60.27,60.27,59.03
336,59.03,59.03,60.27,60.27,59.03,59.03
337,59.03,60.27,60.27,59.03,59.03,60.27
338,60.27,60.27,59.03,59.03,60.27,59.03
339,60.27,59.03,59.03,60.27,59.03,60.27
340,59.03,59.03,60.27,59.03,60.27,62.14
341,59.03,60.27,59.03,60.27,62.14,60.89
342,60.27,59.03,60.27,62.14,60.89,60.27
343,59.03,60.27,62.14,60.89,60.27,60.27
344,60.27,62.14,60.89,60.27,60.27,60.89
345,62.14,60.89,60.27,60.27,60.89,62.14
346,60.89,60.27,60.27,60.89,62.14,60.89
347,60.27,60.27,60.89,62.14,60.89,60.27
348,60.27,60.89,62.14,60.89,60.27,62.14
349,60.89,62.14,60.89,60.27,62.14,60.89
350,62.14,60.89,60.27,62.14,60.89,60.27
351,60.89,60.27,62.14,60.89,60.27,62.76
352,60.27,62.14,60.89,60.27,62.76,62.14
353,62.14,60.89,60.27,62.76,62.14,59.03
354,60.89,60.27,62.76,62.14,59.03,62.76
355,60.27,62.76,62.14,59.03,62.76,62.14
356,62.76,62.14,59.03,62.76,62.14,57.17
357,62.14,59.03,62.76,62.14,57.17,62.76
358,59.03,62.76,62.14,57.17,62.76,62.76
359,62.76,62.14,57.17,62.76,62.76,60.89
360,62.14,57.17,62.76,62.76,60.89,60.27
361,57.17,62.76,62.76,60.89,60.27,55.92
362,62.76,62.76,60.89,60.27,55.92,62.14
363,62.76,60.89,60.27,55.92,62.14,62.14
364,60.89,60.27,55.92,62.14,62.14,60.27
365,60.27,55.92,62.14,62.14,60.27,62.14
366,55.92,62.14,62.14,60.27,62.14,60.89
367,62.14,62.14,60.27,62.14,60.89,57.79
368,62.14,60.27,62.14,60.89,57.79,62.76
369,60.27,62.14,60.89,57.79,62.76,64.0
370,62.14,60.89,57.79,62.76,64.0,59.03
371,60.89,57.79,62.76,64.0,59.03,60.27
372,57.79,62.76,64.0,59.03,60.27,60.89
373,62.76,64.0,59.03,60.27,60.89,65.24
374,64.0,59.03,60.27,60.89,65.24,60.27
375,59.03,60.27,60.89,65.24,60.27,62.14
376,60.27,60.89,65.24,60.27,62.14,60.27
377,60.89,65.24,60.27,62.14,60.27,62.14
378,65.24,60.27,62.14,60.27,62.14,64.0
379,60.27,62.14,60.27,62.14,64.0,65.24
380,62.14,60.27,62.14,64.0,65.24,62.14
381,60.27,62.14,64.0,65.24,62.14,60.27
382,62.14,64.0,65.24,62.14,60.27,62.76
383,64.0,65.24,62.14,60.27,62.76,62.76
384,65.24,62.14,60.27,62.76,62.76,60.27
385,62.14,60.27,62.76,62.76,60.27,60.27
386,60.27,62.76,62.76,60.27,60.27,60.27
387,62.76,62.76,60.27,60.27,60.27,60.27
388,62.76,60.27,60.27,60.27,60.27,60.27
389,60.27,60.27,60.27,60.27,60.27,62.76
390,60.27,60.27,60.27,60.27,62.76,60.89
391,60.27,60.27,60.27,62.76,60.89,62.76
392,60.27,60.27,62.76,60.89,62.76,57.79
393,60.27,62.76,60.89,62.76,57.79,60.27
394,62.76,60.89,62.76,57.79,60.27,60.89
395,60.89,62.76,57.79,60.27,60.89,60.27
396,62.76,57.79,60.27,60.89,60.27,60.89
397,57.79,60.27,60.89,60.27,60.89,59.03
398,60.27,60.89,60.27,60.89,59.03,62.14
399,60.89,60.27,60.89,59.03,62.14,62.14
400,60.27,60.89,59.03,62.14,62.14,60.27
401,60.89,59.03,62.14,62.14,60.27,60.27
402,59.03,62.14,62.14,60.27,60.27,60.27
403,62.14,62.14,60.27,60.27,60.27,62.76
404,62.14,60.27,60.27,60.27,62.76,60.27
405,60.27,60.27,60.27,62.76,60.27,55.92
406,60.27,60.27,62.76,60.27,55.92,60.89
407,60.27,62.76,60.27,55.92,60.89,62.76
408,62.76,60.27,55.92,60.89,62.76,60.27
409,60.27,55.92,60.89,62.76,60.27,62.14
410,55.92,60.89,62.76,60.27,62.14,62.14
411,60.89,62.76,60.27,62.14,62.14,59.03
412,62.76,60.27,62.14,62.14,59.03,59.03
413,60.27,62.14,62.14,59.03,59.03,60.27
414,62.14,62.14,59.03,59.03,60.27,60.27
415,62.14,59.03,59.03,60.27,60.27,60.27
416,59.03,59.03,60.27,60.27,60.27,60.27
417,59.03,60.27,60.27,60.27,60.27,57.79
418,60.27,60.27,60.27,60.27,57.79,60.27
419,60.27,60.27,60.27,57.79,60.27,62.14
420,60.27,60.27,57.79,60.27,62.14,55.92
421,60.27,57.79,60.27,62.14,55.92,59.03
422,57.79,60.27,62.14,55.92,59.03,59.03
423,60.27,62.14,55.92,59.03,59.03,60.27
424,62.14,55.92,59.03,59.03,60.27,59.03
425,55.92,59.03,59.03,60.27,59.03,59.03
426,59.03,59.03,60.27,59.03,59.03,60.89
427,59.03,60.27,59.03,59.03,60.89,59.03
428,60.27,59.03,59.03,60.89,59.03,57.17
429,59.03,59.03,60.89,59.03,57.17,57.79
430,59.03,60.89,59.03,57.17,57.79,60.27
431,60.89,59.03,57.17,57.79,60.27,60.27
432,59.03,57.17,57.79,60.27,60.27,59.03
433,57.17,57.79,60.27,60.27,59.03,59.03
434,57.79,60.27,60.27,59.03,59.03,54.06
435,60.27,60.27,59.03,59.03,54.06,60.27
436,60.27,59.03,59.03,54.06,60.27,59.03
437,59.03,59.03,54.06,60.27,59.03,60.27
438,59.03,54.06,60.27,59.03,60.27,60.27
439,54.06,60.27,59.03,60.27,60.27,60.27
440,60.27,59.03,60.27,60.27,60.27,52.82
441,59.03,60.27,60.27,60.27,52.82,55.3
442,60.27,60.27,60.27,52.82,55.3,60.89
443,60.27,60.27,52.82,55.3,60.89,60.89
444,60.27,52.82,55.3,60.89,60.89,57.79
445,52.82,55.3,60.89,60.89,57.79,60.27
446,55.3,60.89,60.89,57.79,60.27,60.27
447,60.89,60.89,57.79,60.27,60.27,57.17
448,60.89,57.79,60.27,60.27,57.17,59.03
449,57.79,60.27,60.27,57.17,59.03,59.03
450,60.27,60.27,57.17,59.03,59.03,57.17
451,60.27,57.17,59.03,59.03,57.17,60.27
452,57.17,59.03,59.03,57.17,60.27,60.89
453,59.03,59.03,57.17,60.27,60.89,60.27
454,59.03,57.17,60.27,60.89,60.27,55.3
455,57.17,60.27,60.89,60.27,55.3,60.27
456,60.27,60.89,60.27,55.3,60.27,57.79
457,60.89,60.27,55.3,60.27,57.79,59.03
458,60.27,55.3,60.27,57.79,59.03,59.03
459,55.3,60.27,57.79,59.03,59.03,55.92
460,60.27,57.79,59.03,59.03,55.92,57.79
461,57.79,59.03,59.03,55.92,57.79,55.92
462,59.03,59.03,55.92,57.79,55.92,59.03
463,59.03,55.92,57.79,55.92,59.03,60.27
464,55.92,57.79,55.92,59.03,60.27,59.03
465,57.79,55.92,59.03,60.27,59.03,60.89
466,55.92,59.03,60.27,59.03,60.89,57.79
467,59.03,60.27,59.03,60.89,57.79,57.17
468,60.27,59.03,60.89,57.79,57.17,57.79
469,59.03,60.89,57.79,57.17,57.79,57.79
470,60.89,57.79,57.17,57.79,57.79,55.3
471,57.79,57.17,57.79,57.79,55.3,55.92
472,57.17,57.79,57.79,55.3,55.92,59.03
473,57.79,57.79,55.3,55.92,59.03,57.79
474,57.79,55.3,55.92,59.03,57.79,57.79
475,55.3,55.92,59.03,57.79,57.79,55.92
476,55.92,59.03,57.79,57.79,55.92,54.06
477,59.03,57.79,57.79,55.92,54.06,59.03
478,57.79,57.79,55.92,54.06,59.03,55.92
479,57.79,55.92,54.06,59.03,55.92,59.03
480,55.92,54.06,59.03,55.92,59.03,57.79
481,54.06,59.03,55.92,59.03,57.79,57.17
482,59.03,55.92,59.03,57.79,57.17,52.2
483,55.92,59.03,57.79,57.17,52.2,59.03
484,59.03,57.79,57.17,52.2,59.03,57.79
485,57.79,57.17,52.2,59.03,57.79,54.06
486,57.17,52.2,59.03,57.79,54.06,55.3
487,52.2,59.03,57.79,54.06,55.3,57.79
488,59.03,57.79,54.06,55.3,57.79,54.06
489,57.79,54.06,55.3,57.79,54.06,52.82
490,54.06,55.3,57.79,54.06,52.82,55.3
491,55.3,57.79,54.06,52.82,55.3,55.92
492,57.79,54.06,52.82,55.3,55.92,55.3
493,54.06,52.82,55.3,55.92,55.3,52.2
494,52.82,55.3,55.92,55.3,52.2,52.82
495,55.3,55.92,55.3,52.2,52.82,54.06
496,55.92,55.3,52.2,52.82,54.06,54.06
497,55.3,52.2,52.82,54.06,54.06,55.3
498,52.2,52.82,54.06,54.06,55.3,57.79
499,52.82,54.06,54.06,55.3,57.79,57.17
500,54.06,54.06,55.3,57.79,57.17,57.79
501,54.06,55.3,57.79,57.17,57.79,57.79
502,55.3,57.79,57.17,57.79,57.79,57.17
503,57.79,57.17,57.79,57.79,57.17,57.17
504,57.17,57.79,57.79,57.17,57.17,55.92
505,57.79,57.79,57.17,57.17,55.92,57.79
506,57.79,57.17,57.17,55.92,57.79,57.79
507,57.17,57.17,55.92,57.79,57.79,55.92
508,57.17,55.92,57.79,57.79,55.92,52.82
509,55.92,57.79,57.79,55.92,52.82,54.06
510,57.79,57.79,55.92,52.82,54.06,57.17
511,57.79,55.92,52.82,54.06,57.17,54.06
512,55.92,52.82,54.06,57.17,54.06,55.92
513,52.82,54.06,57.17,54.06,55.92,57.79
514,54.06,57.17,54.06,55.92,57.79,57.17
515,57.17,54.06,55.92,57.79,57.17,54.06
516,54.06,55.92,57.79,57.17,54.06,59.03
517,55.92,57.79,57.17,54.06,59.03,59.03
518,57.79,57.17,54.06,59.03,59.03,60.27
519,57.17,54.06,59.03,59.03,60.27,60.27
520,54.06,59.03,59.03,60.27,60.27,57.79
521,59.03,59.03,60.27,60.27,57.79,59.03
522,59.03,60.27,60.27,57.79,59.03,60.27
523,60.27,60.27,57.79,59.03,60.27,55.92
524,60.27,57.79,59.03,60.27,55.92,57.17
525,57.79,59.03,60.27,55.92,57.17,57.17
526,59.03,60.27,55.92,57.17,57.17,57.79
527,60.27,55.92,57.17,57.17,57.79,59.03
528,55.92,57.17,57.17,57.79,59.03,57.79
529,57.17,57.17,57.79,59.03,57.79,60.27
530,57.17,57.79,59.03,57.79,60.27,57.17
531,57.79,59.03,57.79,60.27,57.17,57.17
532,59.03,57.79,60.27,57.17,57.17,55.92
533,57.79,60.27,57.17,57.17,55.92,60.27
534,60.27,57.17,57.17,55.92,60.27,55.92
535,57.17,57.17,55.92,60.27,55.92,57.79
