,Persistencia,LR,kNN,DTR,ELM,SVR,ADA,RFR,ETR,GBR,XGBR,FNN,CNN,LSTM,CNNLSTM,Attention
217,"0,82436118","0,8042809855","0,8124291315","0,8055823517","0,8057769033","0,7843809918","0,7824161453","0,8175510434","0,8182244707","0,8150900472","0,8149810674","0,8166782804","0,8209545175","0,8167800321","0,8150252489","0,8174380329"
106,"0,659849","0,6648819896","0,6837001113","0,6632675124","0,6555628133","0,6525275662","0,5984663994","0,6871404155","0,689004409","0,6845526726","0,6854855866","0,6760444475","0,6890025215","0,6893706365","0,6809819013","0,6694504254"
295,"0,51520813","0,5010295094","0,5317076495","0,4827432724","0,5222626351","0,5149507691","0,3956825183","0,5204399772","0,5280362356","0,5257758815","0,5343679698","0,543972032","0,5222266806","0,5075560376","0,5256717899","0,5151194405"
318,"0,74992398","0,7478351057","0,7577040858","0,7428239948","0,7589136766","0,7061171342","0,738333433","0,7618743299","0,7632135984","0,7608912075","0,7592382554","0,7662771354","0,7683943336","0,7651148113","0,7630943559","0,762826559"
2,"0,81526299","0,8213775259","0,8364835806","0,823134655","0,8349725345","0,8294867369","0,7967454059","0,8371835115","0,8380049433","0,8361801375","0,8360436677","0,8354525019","0,8364347802","0,8362191538","0,8365171194","0,834401473"
74,"0,65016913","0,6949261819","0,7179998838","0,6957619553","0,715264053","0,7022668037","0,6390401757","0,7211342982","0,7227258366","0,7211203593","0,7210078113","0,7226585226","0,7239243508","0,7188906752","0,7259858242","0,7104697256"
90,"0,5921175","0,6651197307","0,6761887055","0,6503111036","0,6708936372","0,6661577908","0,4495147474","0,6777616802","0,6832131622","0,676282822","0,668568186","0,6798342606","0,6773872679","0,6830730962","0,6809542243","0,6770735386"
95,"0,55120541","0,6184933602","0,6440698946","0,6184996889","0,6388868357","0,6400450237","0,5133715722","0,6498404267","0,65101198","0,6487362493","0,6462562176","0,6503124118","0,638817636","0,651101285","0,6424089905","0,6206311012"
120,"0,76951614","0,7928481989","0,7961624401","0,7808433226","0,8001628362","0,800930813","0,7326683596","0,7978312544","0,7952483793","0,7924990458","0,7896183544","0,8017087958","0,802886876","0,8026083554","0,7905860448","0,7823978216"
145,"0,70942958","0,7465218196","0,7693918779","0,756153346","0,7635641089","0,7465982175","0,6251584649","0,7726605018","0,7729958686","0,770145348","0,7697743657","0,7726549393","0,7746057096","0,767406903","0,7660047907","0,767013724"
147,"0,72749106","0,7584419534","0,7965164214","0,7805371197","0,7876766171","0,7844079452","0,6067849637","0,8003783822","0,799937457","0,7978451348","0,7937540392","0,8031758275","0,8038477912","0,7977524416","0,7987544362","0,7930842453"
230,"0,68732118","0,6543684087","0,6687377591","0,6478653963","0,6623806246","0,6588526163","0,4252755811","0,6732450448","0,6728961337","0,6714697419","0,6696011294","0,6872885567","0,6595700746","0,6647271196","0,6436540282","0,675819575"
233,"0,67703985","0,7200802495","0,7277923381","0,7052813424","0,7281248137","0,7252385925","0,69046965","0,7316044218","0,7328785149","0,7292429286","0,7294089016","0,7326463405","0,7293053505","0,7285534542","0,7254487638","0,7314247438"
285,"0,76278091","0,7683194","0,7777135042","0,7612888554","0,7765024121","0,7725653542","0,7014318855","0,7808087187","0,7808688014","0,7805558803","0,7792810767","0,7852520298","0,7838715468","0,7880631703","0,7821771051","0,7854551076"
