,Persistencia,LR,kNN,DTR,ELM,SVR,ADA,RFR,ETR,GBR,XGBR,FNN,CNN,LSTM,CNNLSTM,Attention
402045,"0,83307774","0,8761265036","0,8810342859","0,8717264495","0,8779043519","0,8803761881","0,8670658851","0,881122575","0,8814379684","0,8805139638","0,8804831521","0,8812264545","0,880930063","0,881441167","0,8803428716","0,8806320076"
401952,"0,86141572","0,8926526987","0,8985838985","0,8898858573","0,8968363086","0,897239633","0,8891137838","0,8980134694","0,8983187977","0,8973692682","0,8973146582","0,8966292373","0,8966042444","0,89968674","0,8993243169","0,8979383"
407479,"0,97726512","0,9744804589","0,9836954376","0,9769899862","0,97616645","0,976661722","0,9686603543","0,9827851432","0,9827091398","0,9793859728","0,979321254","0,9788260764","0,9791264163","0,9782316625","0,9800166038","0,9810086292"
404356,"0,98235685","0,9833895095","0,9942464795","0,9827344819","0,985808941","0,9848717168","0,9774317213","0,9894818873","0,9897943887","0,9874228747","0,9872835116","0,9867853787","0,9874992793","0,9868678638","0,9895129824","0,9934114336"
401256,"0,84543506","0,8725325095","0,8844079202","0,873154655","0,8822084984","0,882613101","0,8638352959","0,8843712362","0,8845622399","0,8830804502","0,8829149338","0,8846513431","0,8852809577","0,8849663532","0,8850300835","0,8841484046"
401657,"0,85496237","0,878261339","0,8803377981","0,8695681613","0,8777894307","0,8793538552","0,8554918599","0,8797090925","0,8799070635","0,8796157138","0,8788182426","0,8815796393","0,8794844718","0,8802314258","0,8798732953","0,8661151283"
407990,"0,81867762","0,8635786384","0,8712608302","0,859425599","0,8670317625","0,8698645478","0,8535772258","0,8702614868","0,8706870564","0,8694101965","0,8693114461","0,8693536849","0,8701346084","0,871495221","0,8681754148","0,8699268"
400359,"0,90276847","0,921712067","0,9260832037","0,9199469554","0,9251471676","0,9249426927","0,9169107945","0,9260106762","0,9263282214","0,9261022847","0,925947055","0,9264915239","0,926162338","0,9257859288","0,9265417117","0,9260175767"
409306,"0,72905421","0,7568250743","0,7584512522","0,735019222","0,7527566514","0,746980467","0,6666566922","0,7582522859","0,7643761307","0,7579548398","0,7593250412","0,7558184009","0,7528216737","0,7586346668","0,7578876834","0,7468183323"
145,"0,36471113","0,5730808944","0,6033489065","0,5801822773","0,5991538596","0,5862469597","0,3785397737","0,6055985503","0,6075500557","0,6018777702","0,6023636398","0,6129482084","0,6126391198","0,612966074","0,6092758385","0,5116863105"
418,"0,73492989","0,6922839021","0,7022298234","0,6881982527","0,7008890059","0,7078213802","0,4593155391","0,7077411629","0,7097278984","0,7040760211","0,6993531496","0,6986194962","0,6777085319","0,7062962667","0,7026318281","0,6852216517"
137,"0,83340177","0,8302998292","0,8349567772","0,8288029134","0,8343481983","0,8094136332","0,7831166656","0,8381769996","0,8398153391","0,8373806145","0,8367937997","0,8408400489","0,8397935806","0,8383033533","0,8411048484","0,8346615954"
169,"0,86746708","0,8654067491","0,8753414864","0,8669428378","0,8731341205","0,8127089869","0,8139181318","0,8770280466","0,8773522852","0,8758766802","0,874910465","0,8781113989","0,8774870578","0,8753010637","0,8788465501","0,872524994"
157,"0,78894278","0,7672484714","0,7926369679","0,7821973309","0,78233504","0,7273717489","0,7513506987","0,7951839153","0,7969378451","0,7911914048","0,7902063588","0,7975894189","0,7980497292","0,7973425615","0,8006383355","0,7860305392"
259,"0,86951481","0,863301109","0,8653678832","0,8592452375","0,8646229009","0,8301038622","0,8580130468","0,8665641181","0,8672078474","0,8662382396","0,8634809155","0,8661481255","0,8656561506","0,8655461927","0,8667139716","0,8648129213"
217,"0,86377694","0,8440803923","0,8517478405","0,8453674152","0,8505350354","0,8298666866","0,6978157794","0,8558217166","0,8561897893","0,8550931082","0,854526522","0,8509470893","0,8539982418","0,8550740768","0,853860103","0,8528305848"
106,"0,71038733","0,7073428408","0,7243221949","0,7122087965","0,6940528551","0,6926718824","0,6787300733","0,7284211469","0,731389255","0,7281071438","0,7269472565","0,720180661","0,7120290473","0,7309743191","0,6935749929","0,7137040156"
295,"0,57620951","0,5576938563","0,5874983612","0,5607860543","0,5845555652","0,5821524105","0,5260243066","0,586552885","0,590996323","0,5843177784","0,5957461923","0,5836127891","0,6134343888","0,6186820971","0,5944388132","0,5991206796"
318,"0,80940882","0,8044987052","0,8110089986","0,799191435","0,8099462088","0,7706838988","0,7829042026","0,8145889233","0,8154279118","0,8139508577","0,8130989042","0,8133987111","0,8090026658","0,8127508664","0,8173543777","0,8161545953"
2,"0,84784888","0,8552537538","0,8681093869","0,8575450466","0,8664981942","0,8644925407","0,8351623815","0,8691714471","0,8696374096","0,8682150776","0,8686280563","0,8671141989","0,8682034599","0,8668754481","0,8672092305","0,8562382028"
74,"0,72486963","0,7561878933","0,7756101476","0,7553959032","0,77313167","0,7662945839","0,6308193522","0,7795594725","0,7803054645","0,7788714389","0,7792470368","0,7804402434","0,7766367893","0,7774815651","0,7795331252","0,7797413691"
90,"0,66851638","0,7158655127","0,7312781772","0,7058444991","0,7103353783","0,7287701479","0,6569000799","0,7353443318","0,7384635984","0,7348853233","0,726971228","0,7433537305","0,724201982","0,7348554624","0,7377457219","0,7284946826"
95,"0,62923458","0,6819175417","0,7054979959","0,6841662236","0,7007590434","0,7049385174","0,3262982262","0,7098617665","0,7123737328","0,7110011339","0,7084887067","0,7083188679","0,7117421621","0,712828605","0,7099211303","0,6970901864"
120,"0,80463306","0,8229310635","0,8245270137","0,8102816042","0,820492202","0,8309493407","0,7624046575","0,8261123207","0,8258930189","0,8214884232","0,8182215873","0,8260822107","0,8307123041","0,8350256123","0,8271068715","0,8138395132"
145,"0,780309","0,8048234642","0,8242551983","0,8135825611","0,8218257878","0,8104950029","0,6732908369","0,82558835","0,8268604781","0,8248135043","0,8246686416","0,8233001878","0,8199176183","0,8317964852","0,826156475","0,8224047836"
147,"0,79503854","0,812443912","0,8459838574","0,8325742331","0,8384104719","0,8389152859","0,7652727238","0,8495469172","0,8482905808","0,8449443778","0,8465757439","0,852813551","0,8513828016","0,8507374439","0,8453273468","0,8556415497"
230,"0,74734508","0,714876382","0,7260909597","0,7029959728","0,7249294707","0,7258464006","0,6460718708","0,7295573076","0,7310509404","0,7292173387","0,7279664499","0,7413427018","0,7260142595","0,7333631499","0,7300770503","0,728887559"
233,"0,72115836","0,7561748951","0,7627339396","0,7455789171","0,7626332579","0,7622292343","0,7084075596","0,7662820219","0,7679236528","0,7640923147","0,7641286341","0,7657868193","0,7659543194","0,7670005123","0,7671689491","0,7616693483"
285,"0,80755589","0,8105374669","0,8184191814","0,8040788995","0,8167233632","0,8167619963","0,6174104678","0,8202491056","0,8219728987","0,8203896922","0,8201376271","0,8118809507","0,8254035926","0,8155651387","0,8087626517","0,8200861519"
